# Battino yields
# Model: m3z1m2
# Set: set1.1
# Mini: 3.00
# Mfinal: 0.6506723377523342
# Created by Daniel Boyea on 2024-10-30
isotope       mass_yield     X0      
Y-95           2.3494e-99     1.0000e-99
Y-96           2.3494e-99     1.0000e-99
Zr-86          2.3494e-99     1.0000e-99
Zr-87          2.3494e-99     1.0000e-99
Zr-88          2.3494e-99     1.0000e-99
Zr-89          2.3494e-99     1.0000e-99
Zr-90          4.4432e-08     7.6718e-09
Zr-91          1.1951e-08     1.6920e-09
Zr-92          1.9380e-08     2.6134e-09
Zr-93          4.9601e-09     1.0000e-99
Zr-94          2.2447e-08     2.7066e-09
Zr-95          1.6373e-23     1.0000e-99
Zr-96          3.6223e-09     4.4517e-10
Zr-97          2.2780e-26     1.0000e-99
Zr-98          2.3494e-99     1.0000e-99
Nb-89          2.3494e-99     1.0000e-99
Nb-90          2.3494e-99     1.0000e-99
Nb-91          5.1200e-27     1.0000e-99
Nb-92          2.3494e-99     1.0000e-99
Nb-93          2.1593e-09     9.5003e-10
Nb-94          9.9780e-15     1.0000e-99
Nb-95          8.9288e-24     1.0000e-99
Nb-96          2.3494e-99     1.0000e-99
Nb-97          1.6231e-27     1.0000e-99
Nb-98          2.3494e-99     1.0000e-99
Nb-99          2.3494e-99     1.0000e-99
Mo-90          2.3494e-99     1.0000e-99
Mo-91          2.3494e-99     1.0000e-99
Mo-92          1.1521e-09     5.0625e-10
Mo-93          6.4273e-13     1.0000e-99
Mo-94          7.4462e-10     3.2238e-10
Mo-95          3.5816e-09     5.6095e-10
Mo-96          5.9835e-09     5.9375e-10
Mo-97          2.3006e-09     3.4376e-10
Mo-98          6.4397e-09     8.7718e-10
Mo-99          8.3527e-25     1.0000e-99
Mo-100         1.0897e-09     3.5730e-10
Mo-101         4.2725e-28     1.0000e-99
Mo-102         2.3494e-99     1.0000e-99
Tc-93          2.3494e-99     1.0000e-99
Tc-94          2.3494e-99     1.0000e-99
Tc-95          2.3494e-99     1.0000e-99
Tc-96          2.3494e-99     1.0000e-99
Tc-97          1.5592e-14     1.0000e-99
Tc-98          5.6648e-15     1.0000e-99
Tc-99          5.6166e-10     1.0000e-99
Tc-100         3.2885e-29     1.0000e-99
Tc-101         4.1554e-28     1.0000e-99
Tc-102         2.3494e-99     1.0000e-99
Tc-103         2.3494e-99     1.0000e-99
Tc-104         2.3494e-99     1.0000e-99
Tc-105         2.3494e-99     1.0000e-99
Ru-94          2.3494e-99     1.0000e-99
Ru-95          2.3494e-99     1.0000e-99
Ru-96          3.3235e-10     1.4628e-10
Ru-97          8.8075e-26     1.0000e-99
Ru-98          1.1455e-10     5.0355e-11
Ru-99          8.0763e-10     3.4727e-10
Ru-100         2.7468e-09     3.4640e-10
Ru-101         1.5221e-09     4.7375e-10
Ru-102         4.8697e-09     8.8487e-10
Ru-103         5.4569e-25     1.0000e-99
Ru-104         1.4084e-09     5.3246e-10
Ru-105         1.2914e-26     1.0000e-99
Ru-106         3.5484e-40     1.0000e-99
Rh-98          2.3494e-99     1.0000e-99
Rh-99          2.3494e-99     1.0000e-99
Rh-100         2.3494e-99     1.0000e-99
Rh-101         2.3494e-99     1.0000e-99
Rh-102         2.3494e-99     1.0000e-99
Rh-103         1.7060e-09     5.2734e-10
Rh-104         2.2149e-28     1.0000e-99
Rh-105         1.2411e-25     1.0000e-99
Rh-106         2.3494e-99     1.0000e-99
Rh-107         2.3494e-99     1.0000e-99
Rh-108         2.3494e-99     1.0000e-99
Pd-99          2.3494e-99     1.0000e-99
Pd-100         2.3494e-99     1.0000e-99
Pd-101         2.3494e-99     1.0000e-99
Pd-102         4.8172e-11     2.1206e-11
Pd-103         1.3173e-25     1.0000e-99
Pd-104         2.0377e-09     2.3614e-10
Pd-105         1.4961e-09     4.7789e-10
Pd-106         3.2291e-09     5.9047e-10
Pd-107         3.7106e-10     1.0000e-99
Pd-108         3.7247e-09     5.8246e-10
Pd-109         1.8052e-25     1.0000e-99
Pd-110         8.7662e-10     2.6277e-10
Pd-111         8.4655e-28     1.0000e-99
Pd-112         2.3494e-99     1.0000e-99
Ag-101         2.3494e-99     1.0000e-99
Ag-102         2.3494e-99     1.0000e-99
Ag-103         2.3494e-99     1.0000e-99
Ag-104         2.3494e-99     1.0000e-99
Ag-105         2.3494e-99     1.0000e-99
Ag-106         2.3494e-99     1.0000e-99
Ag-107         8.9055e-10     3.9201e-10
Ag-108         2.8956e-28     1.0000e-99
Ag-109         1.5414e-09     3.7100e-10
Ag-110         2.4549e-28     1.0000e-99
Ag-111         4.0049e-25     1.0000e-99
Ag-112         2.3494e-99     1.0000e-99
Ag-113         2.3494e-99     1.0000e-99
Cd-102         2.3494e-99     1.0000e-99
Cd-103         2.3494e-99     1.0000e-99
Cd-104         2.3494e-99     1.0000e-99
Cd-105         2.3494e-99     1.0000e-99
Cd-106         7.2082e-11     3.1730e-11
Cd-107         2.1473e-27     1.0000e-99
Cd-108         5.2726e-11     2.3018e-11
Cd-109         1.9348e-24     1.0000e-99
Cd-110         2.6998e-09     3.2901e-10
Cd-111         1.4703e-09     3.4024e-10
Cd-112         4.1661e-09     6.4718e-10
Cd-113         1.5387e-09     3.3068e-10
Cd-114         5.7877e-09     7.8432e-10
Cd-115         1.2890e-23     1.0000e-99
Cd-116         1.1582e-09     2.0806e-10
Cd-117         3.4068e-27     1.0000e-99
Cd-118         2.3494e-99     1.0000e-99
In-106         2.3494e-99     1.0000e-99
In-107         2.3494e-99     1.0000e-99
In-108         2.3494e-99     1.0000e-99
In-109         2.3494e-99     1.0000e-99
In-110         2.3494e-99     1.0000e-99
In-111         2.3494e-99     1.0000e-99
In-112         2.3494e-99     1.0000e-99
In-113         2.9585e-11     1.3019e-11
In-114         7.1856e-30     1.0000e-99
In-115         1.4669e-09     2.9574e-10
In-116         5.8610e-29     1.0000e-99
In-117         9.9354e-28     1.0000e-99
In-118         2.3494e-99     1.0000e-99
In-119         2.3494e-99     1.0000e-99
Sn-108         2.3494e-99     1.0000e-99
Sn-109         2.3494e-99     1.0000e-99
Sn-110         2.3494e-99     1.0000e-99
Sn-111         2.3494e-99     1.0000e-99
Sn-112         1.3871e-10     6.1051e-11
Sn-113         1.2184e-24     1.0000e-99
Sn-114         9.6028e-11     4.2174e-11
Sn-115         4.9842e-11     2.1885e-11
Sn-116         7.2275e-09     9.4658e-10
Sn-117         2.8762e-09     5.0417e-10
Sn-118         1.2265e-08     1.6046e-09
Sn-119         3.9112e-09     5.7351e-10
Sn-120         1.8848e-08     2.1956e-09
Sn-121         8.6166e-25     1.0000e-99
Sn-122         2.4736e-09     3.1703e-10
Sn-123         1.9583e-25     1.0000e-99
Sn-124         9.5020e-10     4.0298e-10
Sn-125         2.3344e-26     1.0000e-99
Sn-126         5.9545e-14     1.0000e-99
Sn-127         2.3494e-99     1.0000e-99
Sn-128         2.3494e-99     1.0000e-99
Sn-129         2.3494e-99     1.0000e-99
Sn-130         2.3494e-99     1.0000e-99
Sb-112         2.3494e-99     1.0000e-99
Sb-113         2.3494e-99     1.0000e-99
Sb-114         2.3494e-99     1.0000e-99
Sb-115         2.3494e-99     1.0000e-99
Sb-116         2.3494e-99     1.0000e-99
Sb-117         2.3494e-99     1.0000e-99
Sb-118         2.3494e-99     1.0000e-99
Sb-119         2.3494e-99     1.0000e-99
Sb-120         2.3494e-99     1.0000e-99
Sb-121         1.7927e-09     3.1589e-10
Sb-122         9.6864e-25     1.0000e-99
Sb-123         8.0718e-10     2.4014e-10
Sb-124         3.3099e-27     1.0000e-99
Sb-125         1.2367e-21     1.0000e-99
Sb-126         2.1287e-20     1.0000e-99
Sb-127         1.1832e-30     1.0000e-99
Sb-128         2.3494e-99     1.0000e-99
Sb-129         2.3494e-99     1.0000e-99
Sb-130         2.3494e-99     1.0000e-99
Sb-131         2.3494e-99     1.0000e-99
Sb-132         2.3494e-99     1.0000e-99
Sb-133         2.3494e-99     1.0000e-99
Te-114         2.3494e-99     1.0000e-99
Te-115         2.3494e-99     1.0000e-99
Te-116         2.3494e-99     1.0000e-99
Te-117         2.3494e-99     1.0000e-99
Te-118         2.3494e-99     1.0000e-99
Te-119         2.3494e-99     1.0000e-99
Te-120         1.8494e-11     8.1415e-12
Te-121         5.7278e-26     1.0000e-99
Te-122         2.2026e-09     2.2443e-10
Te-123         7.6671e-10     7.8930e-11
Te-124         4.4357e-09     4.2205e-10
Te-125         2.5777e-09     6.3067e-10
Te-126         1.0280e-08     1.6876e-09
Te-127         1.5377e-25     1.0000e-99
Te-128         7.3159e-09     2.8664e-09
Te-129         4.2046e-27     1.0000e-99
Te-130         7.1592e-09     3.1053e-09
Te-131         5.4929e-28     1.0000e-99
Te-132         2.3494e-99     1.0000e-99
Te-133         2.3494e-99     1.0000e-99
Te-134         2.3494e-99     1.0000e-99
I-117          2.3494e-99     1.0000e-99
I-118          2.3494e-99     1.0000e-99
I-119          2.3494e-99     1.0000e-99
I-120          2.3494e-99     1.0000e-99
I-121          2.3494e-99     1.0000e-99
I-122          2.3494e-99     1.0000e-99
I-123          2.3494e-99     1.0000e-99
I-124          2.3494e-99     1.0000e-99
I-125          4.6200e-25     1.0000e-99
I-126          2.3494e-99     1.0000e-99
I-127          2.5067e-09     7.2955e-10
I-128          1.0289e-26     1.0000e-99
I-129          1.9789e-11     1.0000e-99
I-130          1.5844e-28     1.0000e-99
I-131          2.5423e-25     1.0000e-99
I-132          2.3494e-99     1.0000e-99
I-133          2.3494e-99     1.0000e-99
I-134          2.3494e-99     1.0000e-99
I-135          2.3494e-99     1.0000e-99
Xe-118         2.3494e-99     1.0000e-99
Xe-119         2.3494e-99     1.0000e-99
Xe-120         2.3494e-99     1.0000e-99
Xe-121         2.3494e-99     1.0000e-99
Xe-122         2.3494e-99     1.0000e-99
Xe-123         2.3494e-99     1.0000e-99
Xe-124         2.5095e-11     1.1048e-11
Xe-125         5.5711e-27     1.0000e-99
Xe-126         2.2142e-11     9.7463e-12
Xe-127         1.0675e-25     1.0000e-99
Xe-128         2.4315e-09     1.9714e-10
Xe-129         6.4023e-09     2.4465e-09
Xe-130         5.1496e-09     3.9325e-10
Xe-131         6.1310e-09     1.9723e-09
Xe-132         1.4441e-08     2.4031e-09
Xe-133         1.7626e-24     1.0000e-99
Xe-134         3.5538e-09     8.9399e-10
Xe-135         9.5950e-27     1.0000e-99
Xe-136         1.7493e-09     7.3921e-10
Xe-137         3.2184e-30     1.0000e-99
Xe-138         2.3494e-99     1.0000e-99
Cs-123         2.3494e-99     1.0000e-99
Cs-124         2.3494e-99     1.0000e-99
Cs-125         2.3494e-99     1.0000e-99
Cs-126         2.3494e-99     1.0000e-99
Cs-127         2.3494e-99     1.0000e-99
Cs-128         2.3494e-99     1.0000e-99
Cs-129         2.3494e-99     1.0000e-99
Cs-130         2.3494e-99     1.0000e-99
Cs-131         4.5770e-26     1.0000e-99
Cs-132         2.3494e-99     1.0000e-99
Cs-133         2.8621e-09     7.1302e-10
Cs-134         4.0423e-22     1.0000e-99
Cs-135         1.1374e-09     1.0000e-99
Cs-136         1.4334e-24     1.0000e-99
Cs-137         4.1146e-11     1.0000e-99
Cs-138         2.3494e-99     1.0000e-99
Cs-139         2.3494e-99     1.0000e-99
Ba-124         2.3494e-99     1.0000e-99
Ba-125         2.3494e-99     1.0000e-99
Ba-126         2.3494e-99     1.0000e-99
Ba-127         2.3494e-99     1.0000e-99
Ba-128         2.3494e-99     1.0000e-99
Ba-129         2.3494e-99     1.0000e-99
Ba-130         2.0607e-11     9.0716e-12
Ba-131         6.6727e-26     1.0000e-99
Ba-132         2.0015e-11     8.8106e-12
Ba-133         2.4585e-21     1.0000e-99
Ba-134         3.3032e-09     2.1362e-10
Ba-135         2.2637e-09     5.8695e-10
Ba-136         1.0747e-08     7.0441e-10
Ba-137         1.1172e-08     1.0149e-09
Ba-138         1.3952e-07     6.5260e-09
Ba-139         1.7777e-26     1.0000e-99
Ba-140         2.3494e-99     1.0000e-99
Ba-141         2.3494e-99     1.0000e-99
Ba-142         2.3494e-99     1.0000e-99
La-127         2.3494e-99     1.0000e-99
La-128         2.3494e-99     1.0000e-99
La-129         2.3494e-99     1.0000e-99
La-130         2.3494e-99     1.0000e-99
La-131         2.3494e-99     1.0000e-99
La-132         2.3494e-99     1.0000e-99
La-133         2.3494e-99     1.0000e-99
La-134         2.3494e-99     1.0000e-99
La-135         2.3494e-99     1.0000e-99
La-136         2.3494e-99     1.0000e-99
La-137         4.0224e-18     1.0000e-99
La-138         1.8125e-12     8.0204e-13
La-139         1.7087e-08     8.9511e-10
La-140         5.1988e-25     1.0000e-99
La-141         2.3494e-99     1.0000e-99
La-142         2.3494e-99     1.0000e-99
La-143         2.3494e-99     1.0000e-99
Ce-130         2.3494e-99     1.0000e-99
Ce-131         2.3494e-99     1.0000e-99
Ce-132         2.3494e-99     1.0000e-99
Ce-133         2.3494e-99     1.0000e-99
Ce-134         2.3494e-99     1.0000e-99
Ce-135         2.3494e-99     1.0000e-99
Ce-136         9.5206e-12     4.1909e-12
Ce-137         4.5390e-28     1.0000e-99
Ce-138         1.3044e-11     5.7386e-12
Ce-139         1.2090e-25     1.0000e-99
Ce-140         5.0028e-08     2.0515e-09
Ce-141         6.2527e-24     1.0000e-99
Ce-142         3.1050e-09     2.6146e-10
Ce-143         5.3740e-26     1.0000e-99
Ce-144         2.7810e-61     1.0000e-99
Ce-145         2.3494e-99     1.0000e-99
Ce-146         2.3494e-99     1.0000e-99
Pr-133         2.3494e-99     1.0000e-99
Pr-134         2.3494e-99     1.0000e-99
Pr-135         2.3494e-99     1.0000e-99
Pr-136         2.3494e-99     1.0000e-99
Pr-137         2.3494e-99     1.0000e-99
Pr-138         2.3494e-99     1.0000e-99
Pr-139         2.3494e-99     1.0000e-99
Pr-140         2.3494e-99     1.0000e-99
Pr-141         5.5965e-09     3.4552e-10
Pr-142         6.3309e-25     1.0000e-99
Pr-143         5.0216e-25     1.0000e-99
