# Battino yields
# Model: m3z2m2
# Set: set1.2
# Mini: 3.00
# Mfinal: 0.6557181605296707
# Created by Daniel Boyea on 2024-10-30
isotope       mass_yield     X0      
Fe-54          1.8558e-04     8.1182e-05
Fe-55          5.5719e-07     1.0000e-99
Fe-56          3.0580e-03     1.3216e-03
Fe-57          8.3173e-05     3.1066e-05
Fe-58          2.9849e-05     4.2069e-06
Fe-59          1.1657e-20     1.0000e-99
Fe-60          6.5241e-07     1.0000e-99
Fe-61          4.0242e-27     1.0000e-99
Co-55          1.4510e-27     1.0000e-99
Co-56          1.1846e-27     1.0000e-99
Co-57          4.6506e-17     1.0000e-99
Co-58          3.2097e-25     1.0000e-99
Co-59          1.4073e-05     3.9915e-06
Co-60          1.3410e-13     1.0000e-99
Co-61          9.0933e-26     1.0000e-99
Co-62          2.3446e-99     1.0000e-99
Co-63          2.3446e-99     1.0000e-99
Ni-56          2.3446e-99     1.0000e-99
Ni-57          2.3446e-99     1.0000e-99
Ni-58          1.3058e-04     5.7110e-05
Ni-59          3.8051e-07     1.0000e-99
Ni-60          5.6078e-05     2.2757e-05
Ni-61          4.0882e-06     1.0057e-06
Ni-62          1.1181e-05     3.2593e-06
Ni-63          2.9895e-07     1.0000e-99
Ni-64          4.1713e-06     8.5681e-07
Ni-65          1.4549e-24     1.0000e-99
Ni-66          2.3446e-99     1.0000e-99
Ni-67          2.3446e-99     1.0000e-99
Ni-68          2.3446e-99     1.0000e-99
Cu-60          2.3446e-99     1.0000e-99
Cu-61          1.4330e-30     1.0000e-99
Cu-62          2.3446e-99     1.0000e-99
Cu-63          2.4817e-06     6.6003e-07
Cu-64          1.4455e-22     1.0000e-99
Cu-65          1.3707e-06     3.0347e-07
Cu-66          1.5521e-25     1.0000e-99
Cu-67          2.3446e-99     1.0000e-99
Cu-68          2.3446e-99     1.0000e-99
Cu-69          2.3446e-99     1.0000e-99
Cu-70          2.3446e-99     1.0000e-99
Cu-71          2.3446e-99     1.0000e-99
Zn-62          2.3446e-99     1.0000e-99
Zn-63          2.3446e-99     1.0000e-99
Zn-64          2.8330e-06     1.1308e-06
Zn-65          3.9729e-09     1.0000e-99
Zn-66          2.0851e-06     6.6901e-07
Zn-67          3.4571e-07     9.9803e-08
Zn-68          1.5944e-06     4.6323e-07
Zn-69          1.5882e-24     1.0000e-99
Zn-70          3.6922e-08     1.5768e-08
Zn-71          8.5643e-28     1.0000e-99
Zn-72          2.3446e-99     1.0000e-99
Zn-73          2.3446e-99     1.0000e-99
Zn-74          2.3446e-99     1.0000e-99
Ga-65          2.3446e-99     1.0000e-99
Ga-66          2.3446e-99     1.0000e-99
Ga-67          2.8872e-32     1.0000e-99
Ga-68          2.3446e-99     1.0000e-99
Ga-69          1.7571e-07     4.5505e-08
Ga-70          2.4753e-25     1.0000e-99
Ga-71          1.1507e-07     3.1076e-08
Ga-72          7.2116e-24     1.0000e-99
Ga-73          2.3446e-99     1.0000e-99
Ga-74          2.3446e-99     1.0000e-99
Ga-75          2.3446e-99     1.0000e-99
Ge-66          2.3446e-99     1.0000e-99
Ge-67          2.3446e-99     1.0000e-99
Ge-68          2.3446e-99     1.0000e-99
Ge-69          2.3446e-99     1.0000e-99
Ge-70          2.1723e-07     5.1572e-08
Ge-71          5.0231e-22     1.0000e-99
Ge-72          2.5081e-07     6.9103e-08
Ge-73          7.1524e-08     1.9546e-08
Ge-74          3.4732e-07     9.2285e-08
Ge-75          6.0530e-25     1.0000e-99
Ge-76          4.5750e-08     1.9629e-08
Ge-77          3.0507e-25     1.0000e-99
Ge-78          2.3446e-99     1.0000e-99
As-69          2.3446e-99     1.0000e-99
As-70          2.3446e-99     1.0000e-99
As-71          2.3446e-99     1.0000e-99
As-72          2.3446e-99     1.0000e-99
As-73          2.3446e-99     1.0000e-99
As-74          1.0140e-23     1.0000e-99
As-75          4.6167e-08     1.4300e-08
As-76          9.2353e-24     1.0000e-99
As-77          1.0455e-24     1.0000e-99
As-78          2.3446e-99     1.0000e-99
As-79          2.3446e-99     1.0000e-99
As-80          2.3446e-99     1.0000e-99
As-81          2.3446e-99     1.0000e-99
Se-72          2.3446e-99     1.0000e-99
Se-73          2.3446e-99     1.0000e-99
Se-74          2.7150e-09     1.1979e-09
Se-75          1.3871e-22     1.0000e-99
Se-76          5.8704e-08     1.2961e-08
Se-77          3.5589e-08     1.0705e-08
Se-78          1.4278e-07     3.3763e-08
Se-79          1.1607e-08     1.0000e-99
Se-80          2.2500e-07     7.2263e-08
Se-81          9.0631e-26     1.0000e-99
Se-82          3.0228e-08     1.3036e-08
Se-83          2.8654e-27     1.0000e-99
Se-84          2.3446e-99     1.0000e-99
Br-74          2.3446e-99     1.0000e-99
Br-75          2.3446e-99     1.0000e-99
Br-76          2.3446e-99     1.0000e-99
Br-77          2.3446e-99     1.0000e-99
Br-78          2.3446e-99     1.0000e-99
Br-79          3.3501e-08     1.3893e-08
Br-80          1.7921e-25     1.0000e-99
Br-81          4.1938e-08     1.3859e-08
Br-82          1.1543e-23     1.0000e-99
Br-83          1.8252e-26     1.0000e-99
Br-84          2.3446e-99     1.0000e-99
Br-85          2.3446e-99     1.0000e-99
Br-86          2.3446e-99     1.0000e-99
Br-87          2.3446e-99     1.0000e-99
Kr-76          2.3446e-99     1.0000e-99
Kr-77          2.3446e-99     1.0000e-99
Kr-78          8.8393e-10     3.9002e-10
Kr-79          2.2624e-25     1.0000e-99
Kr-80          7.1118e-09     2.5747e-09
Kr-81          5.5219e-10     1.0000e-99
Kr-82          5.8863e-08     1.3195e-08
Kr-83          4.0658e-08     1.3242e-08
Kr-84          2.1994e-07     6.6020e-08
Kr-85          2.3990e-12     1.0000e-99
Kr-86          8.2512e-08     2.0444e-08
Kr-87          3.8894e-27     1.0000e-99
Kr-88          2.3446e-99     1.0000e-99
Kr-89          2.3446e-99     1.0000e-99
Kr-90          2.3446e-99     1.0000e-99
Rb-79          2.3446e-99     1.0000e-99
Rb-80          2.3446e-99     1.0000e-99
Rb-81          2.3446e-99     1.0000e-99
Rb-82          2.3446e-99     1.0000e-99
Rb-83          2.3446e-99     1.0000e-99
Rb-84          3.1510e-26     1.0000e-99
Rb-85          4.8397e-08     1.2824e-08
Rb-86          1.0990e-22     1.0000e-99
Rb-87          2.9169e-08     5.0628e-09
Rb-88          3.7821e-27     1.0000e-99
Rb-89          2.3446e-99     1.0000e-99
Rb-90          2.3446e-99     1.0000e-99
Rb-91          2.3446e-99     1.0000e-99
Sr-80          2.3446e-99     1.0000e-99
Sr-81          2.3446e-99     1.0000e-99
Sr-82          2.3446e-99     1.0000e-99
Sr-83          2.3446e-99     1.0000e-99
Sr-84          7.3151e-10     3.2280e-10
Sr-85          1.9039e-23     1.0000e-99
Sr-86          3.2598e-08     5.8446e-09
Sr-87          2.2415e-08     4.4431e-09
Sr-88          3.4383e-07     5.0108e-08
Sr-89          5.5847e-23     1.0000e-99
Sr-90          3.3271e-11     1.0000e-99
Sr-91          2.3446e-99     1.0000e-99
Sr-92          2.3446e-99     1.0000e-99
Sr-93          2.3446e-99     1.0000e-99
Sr-94          2.3446e-99     1.0000e-99
Y-85           2.3446e-99     1.0000e-99
Y-86           2.3446e-99     1.0000e-99
Y-87           2.3446e-99     1.0000e-99
Y-88           2.3446e-99     1.0000e-99
Y-89           9.4973e-08     1.2293e-08
Y-90           8.4641e-15     1.0000e-99
Y-91           2.3446e-99     1.0000e-99
Y-92           2.3446e-99     1.0000e-99
Y-93           2.3446e-99     1.0000e-99
Y-94           2.3446e-99     1.0000e-99
Y-95           2.3446e-99     1.0000e-99
Y-96           2.3446e-99     1.0000e-99
Zr-86          2.3446e-99     1.0000e-99
Zr-87          2.3446e-99     1.0000e-99
Zr-88          2.3446e-99     1.0000e-99
Zr-89          2.3446e-99     1.0000e-99
Zr-90          9.9523e-08     1.5344e-08
Zr-91          2.7211e-08     3.3840e-09
Zr-92          4.3570e-08     5.2268e-09
Zr-93          1.1615e-08     1.0000e-99
Zr-94          5.1443e-08     5.4133e-09
Zr-95          6.5797e-23     1.0000e-99
Zr-96          6.3473e-09     8.9034e-10
Zr-97          6.9601e-26     1.0000e-99
Zr-98          2.3446e-99     1.0000e-99
Nb-89          2.3446e-99     1.0000e-99
Nb-90          2.3446e-99     1.0000e-99
Nb-91          1.8660e-26     1.0000e-99
Nb-92          2.3446e-99     1.0000e-99
Nb-93          4.3144e-09     1.9001e-09
Nb-94          8.8530e-14     1.0000e-99
Nb-95          3.5873e-23     1.0000e-99
Nb-96          2.3446e-99     1.0000e-99
Nb-97          4.9591e-27     1.0000e-99
Nb-98          2.3446e-99     1.0000e-99
Nb-99          2.3446e-99     1.0000e-99
Mo-90          2.3446e-99     1.0000e-99
Mo-91          2.3446e-99     1.0000e-99
Mo-92          2.3025e-09     1.0125e-09
Mo-93          2.3995e-12     1.0000e-99
Mo-94          1.5320e-09     6.4475e-10
Mo-95          8.5894e-09     1.1219e-09
Mo-96          1.2602e-08     1.1875e-09
Mo-97          4.7694e-09     6.8753e-10
Mo-98          1.4626e-08     1.7544e-09
Mo-99          3.3293e-24     1.0000e-99
Mo-100         2.5291e-09     7.1461e-10
Mo-101         1.9117e-27     1.0000e-99
Mo-102         2.3446e-99     1.0000e-99
Tc-93          2.3446e-99     1.0000e-99
Tc-94          2.3446e-99     1.0000e-99
Tc-95          2.3446e-99     1.0000e-99
Tc-96          2.3446e-99     1.0000e-99
Tc-97          9.3482e-14     1.0000e-99
Tc-98          3.2952e-14     1.0000e-99
Tc-99          1.4125e-09     1.0000e-99
Tc-100         1.4135e-28     1.0000e-99
Tc-101         1.8593e-27     1.0000e-99
Tc-102         2.3446e-99     1.0000e-99
Tc-103         2.3446e-99     1.0000e-99
Tc-104         2.3446e-99     1.0000e-99
Tc-105         2.3446e-99     1.0000e-99
Ru-94          2.3446e-99     1.0000e-99
Ru-95          2.3446e-99     1.0000e-99
Ru-96          6.6327e-10     2.9256e-10
Ru-97          3.4260e-25     1.0000e-99
Ru-98          2.2907e-10     1.0071e-10
Ru-99          1.6207e-09     6.9454e-10
Ru-100         6.4962e-09     6.9279e-10
Ru-101         3.2925e-09     9.4751e-10
Ru-102         1.1238e-08     1.7697e-09
Ru-103         2.2628e-24     1.0000e-99
Ru-104         3.0945e-09     1.0649e-09
Ru-105         5.4396e-26     1.0000e-99
Ru-106         2.4588e-30     1.0000e-99
Rh-98          2.3446e-99     1.0000e-99
Rh-99          2.3446e-99     1.0000e-99
Rh-100         2.3446e-99     1.0000e-99
Rh-101         2.3446e-99     1.0000e-99
Rh-102         2.3446e-99     1.0000e-99
Rh-103         3.6876e-09     1.0547e-09
Rh-104         8.9263e-28     1.0000e-99
Rh-105         5.2633e-25     1.0000e-99
Rh-106         2.3446e-99     1.0000e-99
Rh-107         2.3446e-99     1.0000e-99
Rh-108         2.3446e-99     1.0000e-99
Pd-99          2.3446e-99     1.0000e-99
Pd-100         2.3446e-99     1.0000e-99
Pd-101         2.3446e-99     1.0000e-99
Pd-102         9.6110e-11     4.2411e-11
Pd-103         5.1001e-25     1.0000e-99
Pd-104         4.7392e-09     4.7228e-10
Pd-105         3.1912e-09     9.5579e-10
Pd-106         7.2950e-09     1.1809e-09
Pd-107         9.0352e-10     1.0000e-99
Pd-108         8.4268e-09     1.1649e-09
Pd-109         7.2528e-25     1.0000e-99
Pd-110         2.0223e-09     5.2554e-10
Pd-111         3.7022e-27     1.0000e-99
Pd-112         2.3446e-99     1.0000e-99
Ag-101         2.3446e-99     1.0000e-99
Ag-102         2.3446e-99     1.0000e-99
Ag-103         2.3446e-99     1.0000e-99
Ag-104         2.3446e-99     1.0000e-99
Ag-105         2.3446e-99     1.0000e-99
Ag-106         2.3446e-99     1.0000e-99
Ag-107         1.7767e-09     7.8402e-10
Ag-108         1.1049e-27     1.0000e-99
Ag-109         3.3606e-09     7.4200e-10
Ag-110         9.7413e-28     1.0000e-99
Ag-111         1.7488e-24     1.0000e-99
Ag-112         2.3446e-99     1.0000e-99
Ag-113         2.3446e-99     1.0000e-99
Cd-102         2.3446e-99     1.0000e-99
Cd-103         2.3446e-99     1.0000e-99
Cd-104         2.3446e-99     1.0000e-99
Cd-105         2.3446e-99     1.0000e-99
Cd-106         1.4382e-10     6.3460e-11
Cd-107         8.2960e-27     1.0000e-99
Cd-108         1.0764e-10     4.6036e-11
Cd-109         7.6398e-24     1.0000e-99
Cd-110         6.0712e-09     6.5802e-10
Cd-111         3.2087e-09     6.8048e-10
Cd-112         9.3672e-09     1.2944e-09
Cd-113         3.3761e-09     6.6135e-10
Cd-114         1.3091e-08     1.5686e-09
Cd-115         5.1409e-23     1.0000e-99
Cd-116         2.7694e-09     4.1612e-10
Cd-117         1.4938e-26     1.0000e-99
Cd-118         2.3446e-99     1.0000e-99
In-106         2.3446e-99     1.0000e-99
In-107         2.3446e-99     1.0000e-99
In-108         2.3446e-99     1.0000e-99
In-109         2.3446e-99     1.0000e-99
In-110         2.3446e-99     1.0000e-99
In-111         2.3446e-99     1.0000e-99
In-112         2.3446e-99     1.0000e-99
In-113         5.9062e-11     2.6039e-11
In-114         2.7411e-29     1.0000e-99
In-115         3.2765e-09     5.9149e-10
In-116         2.3569e-28     1.0000e-99
In-117         4.3564e-27     1.0000e-99
In-118         2.3446e-99     1.0000e-99
In-119         2.3446e-99     1.0000e-99
Sn-108         2.3446e-99     1.0000e-99
Sn-109         2.3446e-99     1.0000e-99
Sn-110         2.3446e-99     1.0000e-99
Sn-111         2.3446e-99     1.0000e-99
Sn-112         2.7682e-10     1.2210e-10
Sn-113         4.6793e-24     1.0000e-99
Sn-114         1.9222e-10     8.4348e-11
Sn-115         9.9764e-11     4.3770e-11
Sn-116         1.6018e-08     1.8932e-09
Sn-117         6.3070e-09     1.0083e-09
Sn-118         2.6948e-08     3.2092e-09
Sn-119         8.5360e-09     1.1470e-09
Sn-120         4.0802e-08     4.3913e-09
Sn-121         3.2761e-24     1.0000e-99
Sn-122         5.8091e-09     6.3406e-10
Sn-123         7.9999e-25     1.0000e-99
Sn-124         1.9072e-09     8.0595e-10
Sn-125         8.5960e-26     1.0000e-99
Sn-126         9.8294e-14     1.0000e-99
Sn-127         9.7258e-33     1.0000e-99
Sn-128         2.3446e-99     1.0000e-99
Sn-129         2.3446e-99     1.0000e-99
Sn-130         2.3446e-99     1.0000e-99
Sb-112         2.3446e-99     1.0000e-99
Sb-113         2.3446e-99     1.0000e-99
Sb-114         2.3446e-99     1.0000e-99
Sb-115         2.3446e-99     1.0000e-99
Sb-116         2.3446e-99     1.0000e-99
Sb-117         2.3446e-99     1.0000e-99
Sb-118         2.3446e-99     1.0000e-99
Sb-119         2.3446e-99     1.0000e-99
Sb-120         2.3446e-99     1.0000e-99
Sb-121         3.9243e-09     6.3178e-10
Sb-122         3.7860e-24     1.0000e-99
Sb-123         1.7676e-09     4.8029e-10
Sb-124         1.3339e-26     1.0000e-99
Sb-125         2.9447e-22     1.0000e-99
Sb-126         3.6492e-20     1.0000e-99
Sb-127         3.7003e-30     1.0000e-99
Sb-128         2.3446e-99     1.0000e-99
Sb-129         2.3446e-99     1.0000e-99
Sb-130         2.3446e-99     1.0000e-99
Sb-131         2.3446e-99     1.0000e-99
Sb-132         2.3446e-99     1.0000e-99
Sb-133         2.3446e-99     1.0000e-99
Te-114         2.3446e-99     1.0000e-99
Te-115         2.3446e-99     1.0000e-99
Te-116         2.3446e-99     1.0000e-99
Te-117         2.3446e-99     1.0000e-99
Te-118         2.3446e-99     1.0000e-99
Te-119         2.3446e-99     1.0000e-99
Te-120         3.6896e-11     1.6283e-11
Te-121         2.2001e-25     1.0000e-99
Te-122         4.6710e-09     4.4887e-10
Te-123         1.5945e-09     1.5786e-10
Te-124         9.3265e-09     8.4409e-10
Te-125         5.2967e-09     1.2613e-09
Te-126         2.1643e-08     3.3753e-09
Te-127         5.7152e-25     1.0000e-99
Te-128         1.4966e-08     5.7329e-09
Te-129         1.6326e-26     1.0000e-99
Te-130         1.4325e-08     6.2106e-09
Te-131         2.0994e-27     1.0000e-99
Te-132         2.3446e-99     1.0000e-99
Te-133         2.3446e-99     1.0000e-99
Te-134         2.3446e-99     1.0000e-99
I-117          2.3446e-99     1.0000e-99
I-118          2.3446e-99     1.0000e-99
I-119          2.3446e-99     1.0000e-99
I-120          2.3446e-99     1.0000e-99
I-121          2.3446e-99     1.0000e-99
I-122          2.3446e-99     1.0000e-99
I-123          2.3446e-99     1.0000e-99
I-124          2.3446e-99     1.0000e-99
I-125          1.7694e-24     1.0000e-99
I-126          2.3446e-99     1.0000e-99
I-127          5.1637e-09     1.4591e-09
I-128          3.8837e-26     1.0000e-99
I-129          5.1042e-11     1.0000e-99
I-130          1.2795e-27     1.0000e-99
I-131          9.7162e-25     1.0000e-99
I-132          2.3446e-99     1.0000e-99
I-133          2.3446e-99     1.0000e-99
I-134          2.3446e-99     1.0000e-99
I-135          2.3446e-99     1.0000e-99
Xe-118         2.3446e-99     1.0000e-99
Xe-119         2.3446e-99     1.0000e-99
Xe-120         2.3446e-99     1.0000e-99
Xe-121         2.3446e-99     1.0000e-99
Xe-122         2.3446e-99     1.0000e-99
Xe-123         2.3446e-99     1.0000e-99
Xe-124         5.0065e-11     2.2095e-11
Xe-125         2.1325e-26     1.0000e-99
Xe-126         4.4182e-11     1.9493e-11
Xe-127         4.0905e-25     1.0000e-99
Xe-128         5.2016e-09     3.9427e-10
Xe-129         1.2936e-08     4.8930e-09
Xe-130         1.1082e-08     7.8650e-10
Xe-131         1.2551e-08     3.9447e-09
Xe-132         3.0045e-08     4.8062e-09
Xe-133         6.4778e-24     1.0000e-99
Xe-134         7.3172e-09     1.7880e-09
Xe-135         3.6326e-26     1.0000e-99
Xe-136         3.4943e-09     1.4784e-09
Xe-137         1.2225e-29     1.0000e-99
Xe-138         2.3446e-99     1.0000e-99
Cs-123         2.3446e-99     1.0000e-99
Cs-124         2.3446e-99     1.0000e-99
Cs-125         2.3446e-99     1.0000e-99
Cs-126         2.3446e-99     1.0000e-99
Cs-127         2.3446e-99     1.0000e-99
Cs-128         2.3446e-99     1.0000e-99
Cs-129         2.3446e-99     1.0000e-99
Cs-130         2.3446e-99     1.0000e-99
Cs-131         1.7532e-25     1.0000e-99
Cs-132         2.3446e-99     1.0000e-99
Cs-133         5.9956e-09     1.4260e-09
Cs-134         1.3334e-21     1.0000e-99
Cs-135         2.3972e-09     1.0000e-99
Cs-136         5.2111e-24     1.0000e-99
Cs-137         4.5871e-11     1.0000e-99
Cs-138         2.3446e-99     1.0000e-99
Cs-139         2.3446e-99     1.0000e-99
Ba-124         2.3446e-99     1.0000e-99
Ba-125         2.3446e-99     1.0000e-99
Ba-126         2.3446e-99     1.0000e-99
Ba-127         2.3446e-99     1.0000e-99
Ba-128         2.3446e-99     1.0000e-99
Ba-129         2.3446e-99     1.0000e-99
Ba-130         4.1110e-11     1.8143e-11
Ba-131         2.5544e-25     1.0000e-99
Ba-132         3.9936e-11     1.7621e-11
Ba-133         2.9652e-21     1.0000e-99
Ba-134         6.7642e-09     4.2723e-10
Ba-135         4.5458e-09     1.1739e-09
Ba-136         2.1786e-08     1.4088e-09
Ba-137         2.1575e-08     2.0298e-09
Ba-138         2.0223e-07     1.3052e-08
Ba-139         4.4017e-26     1.0000e-99
Ba-140         2.3446e-99     1.0000e-99
Ba-141         2.3446e-99     1.0000e-99
Ba-142         2.3446e-99     1.0000e-99
La-127         2.3446e-99     1.0000e-99
La-128         2.3446e-99     1.0000e-99
La-129         2.3446e-99     1.0000e-99
La-130         2.3446e-99     1.0000e-99
La-131         2.3446e-99     1.0000e-99
La-132         2.3446e-99     1.0000e-99
La-133         2.3446e-99     1.0000e-99
La-134         2.3446e-99     1.0000e-99
La-135         2.3446e-99     1.0000e-99
La-136         2.3446e-99     1.0000e-99
La-137         2.9395e-17     1.0000e-99
La-138         3.6167e-12     1.6041e-12
La-139         2.3560e-08     1.7902e-09
La-140         1.2227e-24     1.0000e-99
La-141         2.3446e-99     1.0000e-99
La-142         2.3446e-99     1.0000e-99
La-143         2.3446e-99     1.0000e-99
Ce-130         2.3446e-99     1.0000e-99
Ce-131         2.3446e-99     1.0000e-99
Ce-132         2.3446e-99     1.0000e-99
Ce-133         2.3446e-99     1.0000e-99
Ce-134         2.3446e-99     1.0000e-99
Ce-135         2.3446e-99     1.0000e-99
Ce-136         1.8996e-11     8.3818e-12
Ce-137         1.7313e-27     1.0000e-99
Ce-138         2.6041e-11     1.1477e-11
Ce-139         4.6215e-25     1.0000e-99
Ce-140         5.5641e-08     4.1030e-09
Ce-141         1.1854e-23     1.0000e-99
Ce-142         3.2379e-09     5.2293e-10
Ce-143         9.4210e-26     1.0000e-99
Ce-144         7.7631e-30     1.0000e-99
Ce-145         2.3446e-99     1.0000e-99
Ce-146         2.3446e-99     1.0000e-99
Pr-133         2.3446e-99     1.0000e-99
Pr-134         2.3446e-99     1.0000e-99
Pr-135         2.3446e-99     1.0000e-99
Pr-136         2.3446e-99     1.0000e-99
Pr-137         2.3446e-99     1.0000e-99
Pr-138         2.3446e-99     1.0000e-99
Pr-139         2.3446e-99     1.0000e-99
Pr-140         2.3446e-99     1.0000e-99
Pr-141         6.5092e-09     6.9104e-10
Pr-142         1.2628e-24     1.0000e-99
Pr-143         8.7936e-25     1.0000e-99
