# Battino yields
# Model: m2z2m2
# Set: set1.2
# Mini: 2.0
# Mfinal: 0.6455396481324011
# Created by Daniel Boyea on 2024-10-30
isotope       mass_yield     X0      
Ar-35          1.3548e-99     1.0000e-99
Ar-36          1.1044e-04     8.2022e-05
Ar-37          6.9259e-11     1.0000e-99
Ar-38          2.1590e-05     1.5741e-05
Ar-39          1.1764e-08     1.0000e-99
Ar-40          4.6094e-08     2.6502e-08
Ar-41          3.3909e-27     1.0000e-99
Ar-42          6.2708e-16     1.0000e-99
Ar-43          1.3548e-99     1.0000e-99
Ar-44          1.3548e-99     1.0000e-99
K-38           5.0881e-30     1.0000e-99
K-39           5.2980e-06     3.8997e-06
K-40           1.5023e-08     5.0051e-10
K-41           4.1878e-07     2.9587e-07
K-42           2.7442e-20     1.0000e-99
K-43           1.3548e-99     1.0000e-99
K-44           1.3548e-99     1.0000e-99
K-45           1.3548e-99     1.0000e-99
K-46           1.3548e-99     1.0000e-99
Ca-39          1.3548e-99     1.0000e-99
Ca-40          9.7449e-05     7.2252e-05
Ca-41          2.1562e-08     1.0000e-99
Ca-42          7.1642e-07     5.0633e-07
Ca-43          1.5327e-07     1.0816e-07
Ca-44          2.3207e-06     1.7102e-06
Ca-45          1.0751e-21     1.0000e-99
Ca-46          5.3233e-09     3.4285e-09
Ca-47          4.8345e-26     1.0000e-99
Ca-48          2.2636e-07     1.6725e-07
Ca-49          7.8374e-28     1.0000e-99
Sc-43          2.2727e-24     1.0000e-99
Sc-44          2.9981e-25     1.0000e-99
Sc-45          7.8669e-08     5.4137e-08
Sc-46          3.4563e-22     1.0000e-99
Sc-47          1.5399e-25     1.0000e-99
Sc-48          1.3548e-99     1.0000e-99
Sc-49          5.5768e-26     1.0000e-99
Sc-50          1.3548e-99     1.0000e-99
Ti-44          2.0523e-23     1.0000e-99
Ti-45          1.3548e-99     1.0000e-99
Ti-46          4.4006e-07     3.2318e-07
Ti-47          4.0033e-07     2.9770e-07
Ti-48          4.0374e-06     3.0138e-06
Ti-49          3.3507e-07     2.2573e-07
Ti-50          3.3158e-07     2.2080e-07
Ti-51          7.4963e-28     1.0000e-99
Ti-52          1.3548e-99     1.0000e-99
V-47           1.2805e-27     1.0000e-99
V-48           1.1057e-24     1.0000e-99
V-49           1.4022e-18     1.0000e-99
V-50           1.3554e-09     1.0155e-09
V-51           5.5917e-07     4.1378e-07
V-52           9.5276e-26     1.0000e-99
V-53           1.3548e-99     1.0000e-99
Cr-48          1.3548e-99     1.0000e-99
Cr-49          1.3548e-99     1.0000e-99
Cr-50          1.1031e-06     8.2654e-07
Cr-51          1.8715e-12     1.0000e-99
Cr-52          2.2355e-05     1.6576e-05
Cr-53          2.5864e-06     1.9156e-06
Cr-54          7.5928e-07     4.8579e-07
Cr-55          8.1968e-27     1.0000e-99
Cr-56          1.3548e-99     1.0000e-99
Mn-51          3.6678e-29     1.0000e-99
Mn-52          1.3548e-99     1.0000e-99
Mn-53          2.4204e-18     1.0000e-99
Mn-54          8.7805e-19     1.0000e-99
Mn-55          1.4898e-05     1.0981e-05
Mn-56          9.5913e-23     1.0000e-99
Mn-57          1.3548e-99     1.0000e-99
Fe-52          1.3548e-99     1.0000e-99
Fe-53          1.3548e-99     1.0000e-99
Fe-54          1.0858e-04     8.1182e-05
Fe-55          1.7935e-07     1.0000e-99
Fe-56          1.7800e-03     1.3216e-03
Fe-57          4.5514e-05     3.1066e-05
Fe-58          1.1062e-05     4.2069e-06
Fe-59          4.4088e-21     1.0000e-99
Fe-60          6.8696e-08     1.0000e-99
Fe-61          4.2412e-28     1.0000e-99
Co-55          1.2594e-27     1.0000e-99
Co-56          4.7226e-28     1.0000e-99
Co-57          7.6858e-18     1.0000e-99
Co-58          2.5553e-25     1.0000e-99
Co-59          6.5330e-06     3.9915e-06
Co-60          3.8644e-16     1.0000e-99
Co-61          9.5837e-27     1.0000e-99
Co-62          1.3548e-99     1.0000e-99
Co-63          1.3548e-99     1.0000e-99
Ni-56          1.3548e-99     1.0000e-99
Ni-57          1.3548e-99     1.0000e-99
Ni-58          7.6401e-05     5.7110e-05
Ni-59          1.4225e-07     1.0000e-99
Ni-60          3.1463e-05     2.2757e-05
Ni-61          1.7636e-06     1.0057e-06
Ni-62          5.0818e-06     3.2593e-06
Ni-63          3.5442e-08     1.0000e-99
Ni-64          1.4265e-06     8.5681e-07
Ni-65          4.6540e-25     1.0000e-99
Ni-66          1.3548e-99     1.0000e-99
Ni-67          1.3548e-99     1.0000e-99
Ni-68          1.3548e-99     1.0000e-99
Cu-60          1.3548e-99     1.0000e-99
Cu-61          1.1380e-30     1.0000e-99
Cu-62          1.3548e-99     1.0000e-99
Cu-63          1.0836e-06     6.6003e-07
Cu-64          5.8068e-23     1.0000e-99
Cu-65          4.9894e-07     3.0347e-07
Cu-66          5.3987e-26     1.0000e-99
Cu-67          1.3548e-99     1.0000e-99
Cu-68          1.3548e-99     1.0000e-99
Cu-69          1.3548e-99     1.0000e-99
Cu-70          1.3548e-99     1.0000e-99
Cu-71          1.3548e-99     1.0000e-99
Zn-62          1.3548e-99     1.0000e-99
Zn-63          1.3548e-99     1.0000e-99
Zn-64          1.5665e-06     1.1308e-06
Zn-65          4.3839e-10     1.0000e-99
Zn-66          9.6511e-07     6.6901e-07
Zn-67          1.4793e-07     9.9803e-08
Zn-68          6.7751e-07     4.6323e-07
Zn-69          6.5710e-25     1.0000e-99
Zn-70          2.1181e-08     1.5768e-08
Zn-71          5.3354e-28     1.0000e-99
Zn-72          1.3548e-99     1.0000e-99
Zn-73          1.3548e-99     1.0000e-99
Zn-74          1.3548e-99     1.0000e-99
Ga-65          1.3548e-99     1.0000e-99
Ga-66          1.3548e-99     1.0000e-99
Ga-67          3.7777e-33     1.0000e-99
Ga-68          1.3548e-99     1.0000e-99
Ga-69          6.8632e-08     4.5505e-08
Ga-70          9.1558e-26     1.0000e-99
Ga-71          4.6750e-08     3.1076e-08
Ga-72          2.8167e-24     1.0000e-99
Ga-73          1.3548e-99     1.0000e-99
Ga-74          1.3548e-99     1.0000e-99
Ga-75          1.3548e-99     1.0000e-99
Ge-66          1.3548e-99     1.0000e-99
Ge-67          1.3548e-99     1.0000e-99
Ge-68          1.3548e-99     1.0000e-99
Ge-69          1.3548e-99     1.0000e-99
Ge-70          7.9675e-08     5.1572e-08
Ge-71          1.6154e-22     1.0000e-99
Ge-72          1.0218e-07     6.9103e-08
Ge-73          2.8893e-08     1.9546e-08
Ge-74          1.3763e-07     9.2285e-08
Ge-75          2.2682e-25     1.0000e-99
Ge-76          2.6343e-08     1.9629e-08
Ge-77          1.9098e-25     1.0000e-99
Ge-78          1.3548e-99     1.0000e-99
As-69          1.3548e-99     1.0000e-99
As-70          1.3548e-99     1.0000e-99
As-71          1.3548e-99     1.0000e-99
As-72          1.3548e-99     1.0000e-99
As-73          1.3548e-99     1.0000e-99
As-74          4.9316e-25     1.0000e-99
As-75          2.0498e-08     1.4300e-08
As-76          4.1940e-24     1.0000e-99
As-77          6.5422e-25     1.0000e-99
As-78          1.3548e-99     1.0000e-99
As-79          1.3548e-99     1.0000e-99
As-80          1.3548e-99     1.0000e-99
As-81          1.3548e-99     1.0000e-99
Se-72          1.3548e-99     1.0000e-99
Se-73          1.3548e-99     1.0000e-99
Se-74          1.5922e-09     1.1979e-09
Se-75          8.4928e-23     1.0000e-99
Se-76          2.0474e-08     1.2961e-08
Se-77          1.5499e-08     1.0705e-08
Se-78          5.2653e-08     3.3763e-08
Se-79          1.3811e-09     1.0000e-99
Se-80          1.0352e-07     7.2263e-08
Se-81          4.1442e-26     1.0000e-99
Se-82          1.7555e-08     1.3036e-08
Se-83          1.8208e-27     1.0000e-99
Se-84          1.3548e-99     1.0000e-99
Br-74          1.3548e-99     1.0000e-99
Br-75          1.3548e-99     1.0000e-99
Br-76          1.3548e-99     1.0000e-99
Br-77          1.3548e-99     1.0000e-99
Br-78          1.3548e-99     1.0000e-99
Br-79          1.8631e-08     1.3893e-08
Br-80          1.0602e-25     1.0000e-99
Br-81          1.9754e-08     1.3859e-08
Br-82          5.4594e-24     1.0000e-99
Br-83          1.1598e-26     1.0000e-99
Br-84          1.3548e-99     1.0000e-99
Br-85          1.3548e-99     1.0000e-99
Br-86          1.3548e-99     1.0000e-99
Br-87          1.3548e-99     1.0000e-99
Kr-76          1.3548e-99     1.0000e-99
Kr-77          1.3548e-99     1.0000e-99
Kr-78          5.1837e-10     3.9002e-10
Kr-79          1.3907e-25     1.0000e-99
Kr-80          3.6669e-09     2.5747e-09
Kr-81          1.4447e-10     1.0000e-99
Kr-82          2.1955e-08     1.3195e-08
Kr-83          1.9214e-08     1.3242e-08
Kr-84          9.8167e-08     6.6020e-08
Kr-85          1.5240e-14     1.0000e-99
Kr-86          3.1251e-08     2.0444e-08
Kr-87          1.4021e-27     1.0000e-99
Kr-88          1.3548e-99     1.0000e-99
Kr-89          1.3548e-99     1.0000e-99
Kr-90          1.3548e-99     1.0000e-99
Rb-79          1.3548e-99     1.0000e-99
Rb-80          1.3548e-99     1.0000e-99
Rb-81          1.3548e-99     1.0000e-99
Rb-82          1.3548e-99     1.0000e-99
Rb-83          1.3548e-99     1.0000e-99
Rb-84          2.3259e-27     1.0000e-99
Rb-85          1.9496e-08     1.2824e-08
Rb-86          4.2817e-23     1.0000e-99
Rb-87          8.3554e-09     5.0628e-09
Rb-88          9.9463e-28     1.0000e-99
Rb-89          1.3548e-99     1.0000e-99
Rb-90          1.3548e-99     1.0000e-99
Rb-91          1.3548e-99     1.0000e-99
Sr-80          1.3548e-99     1.0000e-99
Sr-81          1.3548e-99     1.0000e-99
Sr-82          1.3548e-99     1.0000e-99
Sr-83          1.3548e-99     1.0000e-99
Sr-84          4.2897e-10     3.2280e-10
Sr-85          1.1605e-23     1.0000e-99
Sr-86          1.1462e-08     5.8446e-09
Sr-87          8.3694e-09     4.4431e-09
Sr-88          1.0760e-07     5.0108e-08
Sr-89          1.7457e-23     1.0000e-99
Sr-90          6.8644e-13     1.0000e-99
Sr-91          1.3548e-99     1.0000e-99
Sr-92          1.3548e-99     1.0000e-99
Sr-93          1.3548e-99     1.0000e-99
Sr-94          1.3548e-99     1.0000e-99
Y-85           1.3548e-99     1.0000e-99
Y-86           1.3548e-99     1.0000e-99
Y-87           1.3548e-99     1.0000e-99
Y-88           1.3548e-99     1.0000e-99
Y-89           2.7767e-08     1.2293e-08
Y-90           1.7463e-16     1.0000e-99
Y-91           1.3548e-99     1.0000e-99
Y-92           1.3548e-99     1.0000e-99
Y-93           1.3548e-99     1.0000e-99
Y-94           1.3548e-99     1.0000e-99
Y-95           1.3548e-99     1.0000e-99
Y-96           1.3548e-99     1.0000e-99
Zr-86          1.3548e-99     1.0000e-99
Zr-87          1.3548e-99     1.0000e-99
Zr-88          1.3548e-99     1.0000e-99
Zr-89          1.3548e-99     1.0000e-99
Zr-90          3.2067e-08     1.5344e-08
Zr-91          7.7636e-09     3.3840e-09
Zr-92          1.2109e-08     5.2268e-09
Zr-93          1.8626e-09     1.0000e-99
Zr-94          1.3753e-08     5.4133e-09
Zr-95          1.7921e-23     1.0000e-99
Zr-96          1.5005e-09     8.9034e-10
Zr-97          1.5352e-26     1.0000e-99
Zr-98          1.3548e-99     1.0000e-99
Nb-89          1.3548e-99     1.0000e-99
Nb-90          1.3548e-99     1.0000e-99
Nb-91          2.2726e-27     1.0000e-99
Nb-92          1.3548e-99     1.0000e-99
Nb-93          2.5297e-09     1.9001e-09
Nb-94          5.2020e-14     1.0000e-99
Nb-95          9.7438e-24     1.0000e-99
Nb-96          1.3548e-99     1.0000e-99
Nb-97          1.0938e-27     1.0000e-99
Nb-98          1.3548e-99     1.0000e-99
Nb-99          1.3548e-99     1.0000e-99
Mo-90          1.3548e-99     1.0000e-99
Mo-91          1.3548e-99     1.0000e-99
Mo-92          1.3496e-09     1.0125e-09
Mo-93          1.1613e-12     1.0000e-99
Mo-94          8.8880e-10     6.4475e-10
Mo-95          2.3950e-09     1.1219e-09
Mo-96          3.1773e-09     1.1875e-09
Mo-97          1.4433e-09     6.8753e-10
Mo-98          4.1946e-09     1.7544e-09
Mo-99          9.8697e-25     1.0000e-99
Mo-100         1.0420e-09     7.1461e-10
Mo-101         7.9888e-28     1.0000e-99
Mo-102         1.3548e-99     1.0000e-99
Tc-93          1.3548e-99     1.0000e-99
Tc-94          1.3548e-99     1.0000e-99
Tc-95          1.3548e-99     1.0000e-99
Tc-96          1.3548e-99     1.0000e-99
Tc-97          7.5442e-14     1.0000e-99
Tc-98          3.3252e-14     1.0000e-99
Tc-99          2.4822e-10     1.0000e-99
Tc-100         2.7027e-29     1.0000e-99
Tc-101         7.7698e-28     1.0000e-99
Tc-102         1.3548e-99     1.0000e-99
Tc-103         1.3548e-99     1.0000e-99
Tc-104         1.3548e-99     1.0000e-99
Tc-105         1.3548e-99     1.0000e-99
Ru-94          1.3548e-99     1.0000e-99
Ru-95          1.3548e-99     1.0000e-99
Ru-96          3.8899e-10     2.9256e-10
Ru-97          2.1277e-25     1.0000e-99
Ru-98          1.3429e-10     1.0071e-10
Ru-99          9.3028e-10     6.9454e-10
Ru-100         1.8025e-09     6.9279e-10
Ru-101         1.4566e-09     9.4751e-10
Ru-102         3.6062e-09     1.7697e-09
Ru-103         7.5385e-25     1.0000e-99
Ru-104         1.4898e-09     1.0649e-09
Ru-105         2.7731e-26     1.0000e-99
Ru-106         1.3548e-99     1.0000e-99
Rh-98          1.3548e-99     1.0000e-99
Rh-99          1.3548e-99     1.0000e-99
Rh-100         1.3548e-99     1.0000e-99
Rh-101         1.3548e-99     1.0000e-99
Rh-102         1.3548e-99     1.0000e-99
Rh-103         1.6260e-09     1.0547e-09
Rh-104         4.1148e-28     1.0000e-99
Rh-105         2.6505e-25     1.0000e-99
Rh-106         1.3548e-99     1.0000e-99
Rh-107         1.3548e-99     1.0000e-99
Rh-108         1.3548e-99     1.0000e-99
Pd-99          1.3548e-99     1.0000e-99
Pd-100         1.3548e-99     1.0000e-99
Pd-101         1.3548e-99     1.0000e-99
Pd-102         5.6360e-11     4.2411e-11
Pd-103         3.1781e-25     1.0000e-99
Pd-104         1.2771e-09     4.7228e-10
Pd-105         1.4450e-09     9.5579e-10
Pd-106         2.3671e-09     1.1809e-09
Pd-107         1.5648e-10     1.0000e-99
Pd-108         2.5595e-09     1.1649e-09
Pd-109         2.2760e-25     1.0000e-99
Pd-110         7.8588e-10     5.2554e-10
Pd-111         1.4545e-27     1.0000e-99
Pd-112         1.3548e-99     1.0000e-99
Ag-101         1.3548e-99     1.0000e-99
Ag-102         1.3548e-99     1.0000e-99
Ag-103         1.3548e-99     1.0000e-99
Ag-104         1.3548e-99     1.0000e-99
Ag-105         1.3548e-99     1.0000e-99
Ag-106         1.3548e-99     1.0000e-99
Ag-107         1.0417e-09     7.8402e-10
Ag-108         7.0982e-28     1.0000e-99
Ag-109         1.2803e-09     7.4200e-10
Ag-110         3.8292e-28     1.0000e-99
Ag-111         6.8753e-25     1.0000e-99
Ag-112         1.3548e-99     1.0000e-99
Ag-113         1.3548e-99     1.0000e-99
Cd-102         1.3548e-99     1.0000e-99
Cd-103         1.3548e-99     1.0000e-99
Cd-104         1.3548e-99     1.0000e-99
Cd-105         1.3548e-99     1.0000e-99
Cd-106         8.4342e-11     6.3460e-11
Cd-107         5.2176e-27     1.0000e-99
Cd-108         6.3101e-11     4.6036e-11
Cd-109         4.8557e-24     1.0000e-99
Cd-110         1.7017e-09     6.5802e-10
Cd-111         1.1931e-09     6.8048e-10
Cd-112         2.8407e-09     1.2944e-09
Cd-113         1.2064e-09     6.6135e-10
Cd-114         3.7440e-09     1.5686e-09
Cd-115         1.5113e-23     1.0000e-99
Cd-116         7.2199e-10     4.1612e-10
Cd-117         3.7799e-27     1.0000e-99
Cd-118         1.3548e-99     1.0000e-99
In-106         1.3548e-99     1.0000e-99
In-107         1.3548e-99     1.0000e-99
In-108         1.3548e-99     1.0000e-99
In-109         1.3548e-99     1.0000e-99
In-110         1.3548e-99     1.0000e-99
In-111         1.3548e-99     1.0000e-99
In-112         1.3548e-99     1.0000e-99
In-113         3.4640e-11     2.6039e-11
In-114         1.7670e-29     1.0000e-99
In-115         1.1201e-09     5.9149e-10
In-116         8.3179e-29     1.0000e-99
In-117         1.1023e-27     1.0000e-99
In-118         1.3548e-99     1.0000e-99
In-119         1.3548e-99     1.0000e-99
Sn-108         1.3548e-99     1.0000e-99
Sn-109         1.3548e-99     1.0000e-99
Sn-110         1.3548e-99     1.0000e-99
Sn-111         1.3548e-99     1.0000e-99
Sn-112         1.6234e-10     1.2210e-10
Sn-113         2.9451e-24     1.0000e-99
Sn-114         1.1269e-10     8.4348e-11
Sn-115         5.8464e-11     4.3770e-11
Sn-116         4.6199e-09     1.8932e-09
Sn-117         2.0268e-09     1.0083e-09
Sn-118         7.5742e-09     3.2092e-09
Sn-119         2.5219e-09     1.1470e-09
Sn-120         1.0898e-08     4.3913e-09
Sn-121         8.9901e-25     1.0000e-99
Sn-122         1.2529e-09     6.3406e-10
Sn-123         1.7912e-25     1.0000e-99
Sn-124         1.0847e-09     8.0595e-10
Sn-125         5.6745e-26     1.0000e-99
Sn-126         3.9183e-15     1.0000e-99
Sn-127         1.3548e-99     1.0000e-99
Sn-128         1.3548e-99     1.0000e-99
Sn-129         1.3548e-99     1.0000e-99
Sn-130         1.3548e-99     1.0000e-99
Sb-112         1.3548e-99     1.0000e-99
Sb-113         1.3548e-99     1.0000e-99
Sb-114         1.3548e-99     1.0000e-99
Sb-115         1.3548e-99     1.0000e-99
Sb-116         1.3548e-99     1.0000e-99
Sb-117         1.3548e-99     1.0000e-99
Sb-118         1.3548e-99     1.0000e-99
Sb-119         1.3548e-99     1.0000e-99
Sb-120         1.3548e-99     1.0000e-99
Sb-121         1.2426e-09     6.3178e-10
Sb-122         1.2322e-24     1.0000e-99
Sb-123         7.1505e-10     4.8029e-10
Sb-124         5.6629e-27     1.0000e-99
Sb-125         1.9697e-23     1.0000e-99
Sb-126         1.4792e-21     1.0000e-99
Sb-127         1.3548e-99     1.0000e-99
Sb-128         1.3548e-99     1.0000e-99
Sb-129         1.3548e-99     1.0000e-99
Sb-130         1.3548e-99     1.0000e-99
Sb-131         1.3548e-99     1.0000e-99
Sb-132         1.3548e-99     1.0000e-99
Sb-133         1.3548e-99     1.0000e-99
Te-114         1.3548e-99     1.0000e-99
Te-115         1.3548e-99     1.0000e-99
Te-116         1.3548e-99     1.0000e-99
Te-117         1.3548e-99     1.0000e-99
Te-118         1.3548e-99     1.0000e-99
Te-119         1.3548e-99     1.0000e-99
Te-120         2.1635e-11     1.6283e-11
Te-121         1.3910e-25     1.0000e-99
Te-122         1.2023e-09     4.4887e-10
Te-123         4.1862e-10     1.5786e-10
Te-124         2.3538e-09     8.4409e-10
Te-125         2.0863e-09     1.2613e-09
Te-126         6.8554e-09     3.3753e-09
Te-127         1.8761e-25     1.0000e-99
Te-128         7.8965e-09     5.7329e-09
Te-129         9.1913e-27     1.0000e-99
Te-130         8.3455e-09     6.2106e-09
Te-131         1.3396e-27     1.0000e-99
Te-132         1.3548e-99     1.0000e-99
Te-133         1.3548e-99     1.0000e-99
Te-134         1.3548e-99     1.0000e-99
I-117          1.3548e-99     1.0000e-99
I-118          1.3548e-99     1.0000e-99
I-119          1.3548e-99     1.0000e-99
I-120          1.3548e-99     1.0000e-99
I-121          1.3548e-99     1.0000e-99
I-122          1.3548e-99     1.0000e-99
I-123          1.3548e-99     1.0000e-99
I-124          1.3548e-99     1.0000e-99
I-125          1.1177e-24     1.0000e-99
I-126          1.3548e-99     1.0000e-99
I-127          2.2524e-09     1.4591e-09
I-128          1.7725e-26     1.0000e-99
I-129          9.8922e-12     1.0000e-99
I-130          1.4700e-28     1.0000e-99
I-131          6.1869e-25     1.0000e-99
I-132          1.3548e-99     1.0000e-99
I-133          1.3548e-99     1.0000e-99
I-134          1.3548e-99     1.0000e-99
I-135          1.3548e-99     1.0000e-99
Xe-118         1.3548e-99     1.0000e-99
Xe-119         1.3548e-99     1.0000e-99
Xe-120         1.3548e-99     1.0000e-99
Xe-121         1.3548e-99     1.0000e-99
Xe-122         1.3548e-99     1.0000e-99
Xe-123         1.3548e-99     1.0000e-99
Xe-124         2.9356e-11     2.2095e-11
Xe-125         1.3621e-26     1.0000e-99
Xe-126         2.5911e-11     1.9493e-11
Xe-127         2.5901e-25     1.0000e-99
Xe-128         1.2579e-09     3.9427e-10
Xe-129         6.8104e-09     4.8930e-09
Xe-130         2.6537e-09     7.8650e-10
Xe-131         5.8698e-09     3.9447e-09
Xe-132         9.6610e-09     4.8062e-09
Xe-133         2.1652e-24     1.0000e-99
Xe-134         2.6515e-09     1.7880e-09
Xe-135         1.2926e-26     1.0000e-99
Xe-136         2.0018e-09     1.4784e-09
Xe-137         7.6668e-30     1.0000e-99
Xe-138         1.3548e-99     1.0000e-99
Cs-123         1.3548e-99     1.0000e-99
Cs-124         1.3548e-99     1.0000e-99
Cs-125         1.3548e-99     1.0000e-99
Cs-126         1.3548e-99     1.0000e-99
Cs-127         1.3548e-99     1.0000e-99
Cs-128         1.3548e-99     1.0000e-99
Cs-129         1.3548e-99     1.0000e-99
Cs-130         1.3548e-99     1.0000e-99
Cs-131         1.1124e-25     1.0000e-99
Cs-132         1.3548e-99     1.0000e-99
Cs-133         2.3581e-09     1.4260e-09
Cs-134         5.6392e-22     1.0000e-99
Cs-135         2.9193e-10     1.0000e-99
Cs-136         6.9000e-25     1.0000e-99
Cs-137         8.3643e-13     1.0000e-99
Cs-138         1.3548e-99     1.0000e-99
Cs-139         1.3548e-99     1.0000e-99
Ba-124         1.3548e-99     1.0000e-99
Ba-125         1.3548e-99     1.0000e-99
Ba-126         1.3548e-99     1.0000e-99
Ba-127         1.3548e-99     1.0000e-99
Ba-128         1.3548e-99     1.0000e-99
Ba-129         1.3548e-99     1.0000e-99
Ba-130         2.4105e-11     1.8143e-11
Ba-131         1.6259e-25     1.0000e-99
Ba-132         2.3420e-11     1.7621e-11
Ba-133         1.0700e-23     1.0000e-99
Ba-134         1.6102e-09     4.2723e-10
Ba-135         1.9169e-09     1.1739e-09
Ba-136         5.1186e-09     1.4088e-09
Ba-137         5.3726e-09     2.0298e-09
Ba-138         4.3225e-08     1.3052e-08
Ba-139         9.9451e-27     1.0000e-99
Ba-140         1.3548e-99     1.0000e-99
Ba-141         1.3548e-99     1.0000e-99
Ba-142         1.3548e-99     1.0000e-99
La-127         1.3548e-99     1.0000e-99
La-128         1.3548e-99     1.0000e-99
La-129         1.3548e-99     1.0000e-99
La-130         1.3548e-99     1.0000e-99
La-131         1.3548e-99     1.0000e-99
La-132         1.3548e-99     1.0000e-99
La-133         1.3548e-99     1.0000e-99
La-134         1.3548e-99     1.0000e-99
La-135         1.3548e-99     1.0000e-99
La-136         1.3548e-99     1.0000e-99
La-137         2.6554e-17     1.0000e-99
La-138         2.1133e-12     1.6041e-12
La-139         5.2526e-09     1.7902e-09
La-140         2.8661e-25     1.0000e-99
La-141         1.3548e-99     1.0000e-99
La-142         1.3548e-99     1.0000e-99
La-143         1.3548e-99     1.0000e-99
Ce-130         1.3548e-99     1.0000e-99
Ce-131         1.3548e-99     1.0000e-99
Ce-132         1.3548e-99     1.0000e-99
Ce-133         1.3548e-99     1.0000e-99
Ce-134         1.3548e-99     1.0000e-99
Ce-135         1.3548e-99     1.0000e-99
Ce-136         1.1140e-11     8.3818e-12
Ce-137         1.1134e-27     1.0000e-99
Ce-138         1.5274e-11     1.1477e-11
Ce-139         2.9370e-25     1.0000e-99
Ce-140         1.2419e-08     4.1030e-09
Ce-141         2.7796e-24     1.0000e-99
Ce-142         8.4481e-10     5.2293e-10
Ce-143         2.3507e-26     1.0000e-99
Ce-144         1.3548e-99     1.0000e-99
Ce-145         1.3548e-99     1.0000e-99
Ce-146         1.3548e-99     1.0000e-99
Pr-133         1.3548e-99     1.0000e-99
Pr-134         1.3548e-99     1.0000e-99
Pr-135         1.3548e-99     1.0000e-99
Pr-136         1.3548e-99     1.0000e-99
Pr-137         1.3548e-99     1.0000e-99
Pr-138         1.3548e-99     1.0000e-99
Pr-139         1.3548e-99     1.0000e-99
Pr-140         1.3548e-99     1.0000e-99
Pr-141         1.6064e-09     6.9104e-10
Pr-142         3.2151e-25     1.0000e-99
Pr-143         2.1913e-25     1.0000e-99
