# Battino yields
# Model: m2z1m2
# Set: set1.1
# Mini: 2.00
# Mfinal: 0.6319390741093354
# Created by Daniel Boyea on 2024-10-30
isotope       mass_yield     X0      
Bi-211         7.1693e-32     1.0000e-99
Po-210         1.3681e-99     1.0000e-99
F-20           1.3681e-99     1.0000e-99
Ne-19          9.8870e-23     1.0000e-99
Na-24          2.1163e-22     1.0000e-99
Mg-27          5.0727e-27     1.0000e-99
Mg-28          1.3681e-99     1.0000e-99
Al-28          1.7765e-25     1.0000e-99
Al-29          1.3681e-99     1.0000e-99
Si-31          3.8340e-24     1.0000e-99
Si-32          4.1348e-12     1.0000e-99
P-32           9.3881e-16     1.0000e-99
P-33           4.5821e-25     1.0000e-99
P-34           1.3681e-99     1.0000e-99
P-35           1.3681e-99     1.0000e-99
S-32           2.7337e-04     2.0054e-04
S-33           2.3030e-06     1.6324e-06
S-34           1.3194e-05     9.4521e-06
S-35           6.9718e-23     1.0000e-99
S-36           8.9461e-08     4.0365e-08
S-37           1.4082e-29     1.0000e-99
S-38           1.3681e-99     1.0000e-99
Cl-34          6.0326e-26     1.0000e-99
Cl-35          4.6286e-06     3.4105e-06
Cl-36          5.6488e-09     1.0000e-99
Cl-37          1.7917e-06     1.1529e-06
Cl-38          2.9920e-26     1.0000e-99
Cl-39          1.3681e-99     1.0000e-99
Cl-40          1.3681e-99     1.0000e-99
Ar-35          1.3681e-99     1.0000e-99
Ar-36          5.5651e-05     4.1011e-05
Ar-37          1.6050e-11     1.0000e-99
Ar-38          1.0955e-05     7.8707e-06
Ar-39          7.2677e-09     1.0000e-99
Ar-40          2.7624e-08     1.3251e-08
Ar-41          8.6725e-28     1.0000e-99
Ar-42          2.7495e-16     1.0000e-99
Ar-43          1.3681e-99     1.0000e-99
Ar-44          1.3681e-99     1.0000e-99
K-38           9.8483e-31     1.0000e-99
K-39           2.6841e-06     1.9499e-06
K-40           9.4589e-09     2.5026e-10
K-41           2.1492e-07     1.4793e-07
K-42           1.2031e-20     1.0000e-99
K-43           1.3681e-99     1.0000e-99
K-44           1.3681e-99     1.0000e-99
K-45           1.3681e-99     1.0000e-99
K-46           1.3681e-99     1.0000e-99
Ca-39          1.3681e-99     1.0000e-99
Ca-40          4.9127e-05     3.6126e-05
Ca-41          1.1052e-08     1.0000e-99
Ca-42          3.6825e-07     2.5317e-07
Ca-43          7.9178e-08     5.4082e-08
Ca-44          1.1767e-06     8.5511e-07
Ca-45          2.3399e-22     1.0000e-99
Ca-46          2.9681e-09     1.7142e-09
Ca-47          1.1473e-26     1.0000e-99
Ca-48          1.1428e-07     8.3625e-08
Ca-49          1.6994e-28     1.0000e-99
Sc-43          9.5526e-25     1.0000e-99
Sc-44          1.2634e-25     1.0000e-99
Sc-45          4.0804e-08     2.7069e-08
Sc-46          7.7742e-23     1.0000e-99
Sc-47          6.2040e-26     1.0000e-99
Sc-48          1.3681e-99     1.0000e-99
Sc-49          2.1946e-26     1.0000e-99
Sc-50          1.3681e-99     1.0000e-99
Ti-44          8.5733e-24     1.0000e-99
Ti-45          1.3681e-99     1.0000e-99
Ti-46          2.2355e-07     1.6159e-07
Ti-47          2.0236e-07     1.4885e-07
Ti-48          2.0345e-06     1.5069e-06
Ti-49          1.7033e-07     1.1287e-07
Ti-50          1.7643e-07     1.1040e-07
Ti-51          1.6966e-28     1.0000e-99
Ti-52          1.3681e-99     1.0000e-99
V-47           5.1614e-28     1.0000e-99
V-48           4.4741e-25     1.0000e-99
V-49           4.4657e-19     1.0000e-99
V-50           6.8270e-10     5.0774e-10
V-51           2.8190e-07     2.0689e-07
V-52           2.0651e-26     1.0000e-99
V-53           1.3681e-99     1.0000e-99
Cr-48          1.3681e-99     1.0000e-99
Cr-49          1.3681e-99     1.0000e-99
Cr-50          5.5562e-07     4.1327e-07
Cr-51          3.4244e-13     1.0000e-99
Cr-52          1.1271e-05     8.2879e-06
Cr-53          1.3039e-06     9.5781e-07
Cr-54          3.9768e-07     2.4290e-07
Cr-55          1.8265e-27     1.0000e-99
Cr-56          1.3681e-99     1.0000e-99
Mn-51          1.4227e-29     1.0000e-99
Mn-52          1.3681e-99     1.0000e-99
Mn-53          8.1256e-19     1.0000e-99
Mn-54          2.8313e-19     1.0000e-99
Mn-55          7.4928e-06     5.4905e-06
Mn-56          2.0948e-23     1.0000e-99
Mn-57          1.3681e-99     1.0000e-99
Fe-52          1.3681e-99     1.0000e-99
Fe-53          1.3681e-99     1.0000e-99
Fe-54          5.4684e-05     4.0591e-05
Fe-55          8.6931e-08     1.0000e-99
Fe-56          8.9715e-04     6.6079e-04
Fe-57          2.3063e-05     1.5533e-05
Fe-58          6.3866e-06     2.1034e-06
Fe-59          1.0669e-21     1.0000e-99
Fe-60          6.7666e-08     1.0000e-99
Fe-61          1.5868e-28     1.0000e-99
Co-55          4.7502e-28     1.0000e-99
Co-56          1.1875e-28     1.0000e-99
Co-57          2.2269e-18     1.0000e-99
Co-58          9.5373e-26     1.0000e-99
Co-59          3.5478e-06     1.9957e-06
Co-60          2.1121e-17     1.0000e-99
Co-61          3.5857e-27     1.0000e-99
Co-62          1.3681e-99     1.0000e-99
Co-63          1.3681e-99     1.0000e-99
Ni-56          1.3681e-99     1.0000e-99
Ni-57          1.3681e-99     1.0000e-99
Ni-58          3.8478e-05     2.8555e-05
Ni-59          6.6640e-08     1.0000e-99
Ni-60          1.6096e-05     1.1379e-05
Ni-61          9.8983e-07     5.0286e-07
Ni-62          2.8108e-06     1.6296e-06
Ni-63          2.4583e-08     1.0000e-99
Ni-64          8.9964e-07     4.2841e-07
Ni-65          1.2572e-25     1.0000e-99
Ni-66          1.3681e-99     1.0000e-99
Ni-67          1.3681e-99     1.0000e-99
Ni-68          1.3681e-99     1.0000e-99
Cu-60          1.3681e-99     1.0000e-99
Cu-61          4.1910e-31     1.0000e-99
Cu-62          1.3681e-99     1.0000e-99
Cu-63          6.3768e-07     3.3002e-07
Cu-64          1.4778e-23     1.0000e-99
Cu-65          3.0865e-07     1.5173e-07
Cu-66          1.4500e-26     1.0000e-99
Cu-67          1.3681e-99     1.0000e-99
Cu-68          1.3681e-99     1.0000e-99
Cu-69          1.3681e-99     1.0000e-99
Cu-70          1.3681e-99     1.0000e-99
Cu-71          1.3681e-99     1.0000e-99
Zn-62          1.3681e-99     1.0000e-99
Zn-63          1.3681e-99     1.0000e-99
Zn-64          8.1584e-07     5.6538e-07
Zn-65          2.3756e-10     1.0000e-99
Zn-66          5.3019e-07     3.3450e-07
Zn-67          8.3510e-08     4.9901e-08
Zn-68          3.7859e-07     2.3161e-07
Zn-69          1.5987e-25     1.0000e-99
Zn-70          1.0690e-08     7.8839e-09
Zn-71          1.1583e-28     1.0000e-99
Zn-72          1.3681e-99     1.0000e-99
Zn-73          1.3681e-99     1.0000e-99
Zn-74          1.3681e-99     1.0000e-99
Ga-65          1.3681e-99     1.0000e-99
Ga-66          1.3681e-99     1.0000e-99
Ga-67          1.3681e-99     1.0000e-99
Ga-68          1.3681e-99     1.0000e-99
Ga-69          3.9488e-08     2.2753e-08
Ga-70          2.2886e-26     1.0000e-99
Ga-71          2.6753e-08     1.5538e-08
Ga-72          7.0343e-25     1.0000e-99
Ga-73          1.3681e-99     1.0000e-99
Ga-74          1.3681e-99     1.0000e-99
Ga-75          1.3681e-99     1.0000e-99
Ge-66          1.3681e-99     1.0000e-99
Ge-67          1.3681e-99     1.0000e-99
Ge-68          1.3681e-99     1.0000e-99
Ge-69          1.3681e-99     1.0000e-99
Ge-70          4.6820e-08     2.5786e-08
Ge-71          3.9727e-23     1.0000e-99
Ge-72          5.7406e-08     3.4552e-08
Ge-73          1.6217e-08     9.7729e-09
Ge-74          7.7324e-08     4.6142e-08
Ge-75          5.5376e-26     1.0000e-99
Ge-76          1.3282e-08     9.8146e-09
Ge-77          4.1406e-26     1.0000e-99
Ge-78          1.3681e-99     1.0000e-99
As-69          1.3681e-99     1.0000e-99
As-70          1.3681e-99     1.0000e-99
As-71          1.3681e-99     1.0000e-99
As-72          1.3681e-99     1.0000e-99
As-73          1.3681e-99     1.0000e-99
As-74          2.1843e-25     1.0000e-99
As-75          1.1116e-08     7.1501e-09
As-76          1.0251e-24     1.0000e-99
As-77          1.4191e-25     1.0000e-99
As-78          1.3681e-99     1.0000e-99
As-79          1.3681e-99     1.0000e-99
As-80          1.3681e-99     1.0000e-99
As-81          1.3681e-99     1.0000e-99
Se-72          1.3681e-99     1.0000e-99
Se-73          1.3681e-99     1.0000e-99
Se-74          8.0246e-10     5.9894e-10
Se-75          1.7775e-23     1.0000e-99
Se-76          1.1981e-08     6.4807e-09
Se-77          8.4501e-09     5.3525e-09
Se-78          3.0249e-08     1.6882e-08
Se-79          1.3612e-09     1.0000e-99
Se-80          5.5453e-08     3.6131e-08
Se-81          9.5977e-27     1.0000e-99
Se-82          8.8478e-09     6.5182e-09
Se-83          3.9413e-28     1.0000e-99
Se-84          1.3681e-99     1.0000e-99
Br-74          1.3681e-99     1.0000e-99
Br-75          1.3681e-99     1.0000e-99
Br-76          1.3681e-99     1.0000e-99
Br-77          1.3681e-99     1.0000e-99
Br-78          1.3681e-99     1.0000e-99
Br-79          9.4836e-09     6.9465e-09
Br-80          2.3284e-26     1.0000e-99
Br-81          1.0518e-08     6.9296e-09
Br-82          1.2585e-24     1.0000e-99
Br-83          2.5105e-27     1.0000e-99
Br-84          1.3681e-99     1.0000e-99
Br-85          1.3681e-99     1.0000e-99
Br-86          1.3681e-99     1.0000e-99
Br-87          1.3681e-99     1.0000e-99
Kr-76          1.3681e-99     1.0000e-99
Kr-77          1.3681e-99     1.0000e-99
Kr-78          2.6125e-10     1.9501e-10
Kr-79          2.9025e-26     1.0000e-99
Kr-80          1.9191e-09     1.2874e-09
Kr-81          1.0730e-10     1.0000e-99
Kr-82          1.2783e-08     6.5977e-09
Kr-83          1.0318e-08     6.6208e-09
Kr-84          5.3543e-08     3.3010e-08
Kr-85          3.9937e-15     1.0000e-99
Kr-86          1.7719e-08     1.0222e-08
Kr-87          3.3915e-28     1.0000e-99
Kr-88          1.3681e-99     1.0000e-99
Kr-89          1.3681e-99     1.0000e-99
Kr-90          1.3681e-99     1.0000e-99
Rb-79          1.3681e-99     1.0000e-99
Rb-80          1.3681e-99     1.0000e-99
Rb-81          1.3681e-99     1.0000e-99
Rb-82          1.3681e-99     1.0000e-99
Rb-83          1.3681e-99     1.0000e-99
Rb-84          9.7158e-28     1.0000e-99
Rb-85          1.0874e-08     6.4121e-09
Rb-86          1.0373e-23     1.0000e-99
Rb-87          5.1007e-09     2.5314e-09
Rb-88          2.6325e-28     1.0000e-99
Rb-89          1.3681e-99     1.0000e-99
Rb-90          1.3681e-99     1.0000e-99
Rb-91          1.3681e-99     1.0000e-99
Sr-80          1.3681e-99     1.0000e-99
Sr-81          1.3681e-99     1.0000e-99
Sr-82          1.3681e-99     1.0000e-99
Sr-83          1.3681e-99     1.0000e-99
Sr-84          2.1620e-10     1.6140e-10
Sr-85          2.4517e-24     1.0000e-99
Sr-86          7.0257e-09     2.9223e-09
Sr-87          5.0321e-09     2.2216e-09
Sr-88          6.8991e-08     2.5054e-08
Sr-89          4.8139e-24     1.0000e-99
Sr-90          3.5510e-13     1.0000e-99
Sr-91          1.3681e-99     1.0000e-99
Sr-92          1.3681e-99     1.0000e-99
Sr-93          1.3681e-99     1.0000e-99
Sr-94          1.3681e-99     1.0000e-99
Y-85           1.3681e-99     1.0000e-99
Y-86           1.3681e-99     1.0000e-99
Y-87           1.3681e-99     1.0000e-99
Y-88           1.3681e-99     1.0000e-99
Y-89           1.8355e-08     6.1467e-09
Y-90           9.0336e-17     1.0000e-99
Y-91           1.3681e-99     1.0000e-99
Y-92           1.3681e-99     1.0000e-99
Y-93           1.3681e-99     1.0000e-99
Y-94           1.3681e-99     1.0000e-99
Y-95           1.3681e-99     1.0000e-99
Y-96           1.3681e-99     1.0000e-99
Zr-86          1.3681e-99     1.0000e-99
Zr-87          1.3681e-99     1.0000e-99
Zr-88          1.3681e-99     1.0000e-99
Zr-89          1.3681e-99     1.0000e-99
Zr-90          2.0496e-08     7.6718e-09
Zr-91          5.1689e-09     1.6920e-09
Zr-92          8.1463e-09     2.6134e-09
Zr-93          1.6792e-09     1.0000e-99
Zr-94          9.5053e-09     2.7066e-09
Zr-95          5.3461e-24     1.0000e-99
Zr-96          9.5515e-10     4.4517e-10
Zr-97          4.2686e-27     1.0000e-99
Zr-98          1.3681e-99     1.0000e-99
Nb-89          1.3681e-99     1.0000e-99
Nb-90          1.3681e-99     1.0000e-99
Nb-91          1.1497e-27     1.0000e-99
Nb-92          1.3681e-99     1.0000e-99
Nb-93          1.2758e-09     9.5003e-10
Nb-94          3.0091e-14     1.0000e-99
Nb-95          2.9163e-24     1.0000e-99
Nb-96          1.3681e-99     1.0000e-99
Nb-97          3.0413e-28     1.0000e-99
Nb-98          1.3681e-99     1.0000e-99
Nb-99          1.3681e-99     1.0000e-99
Mo-90          1.3681e-99     1.0000e-99
Mo-91          1.3681e-99     1.0000e-99
Mo-92          6.7987e-10     5.0625e-10
Mo-93          5.0017e-13     1.0000e-99
Mo-94          4.5529e-10     3.2238e-10
Mo-95          1.5683e-09     5.6095e-10
Mo-96          2.2492e-09     5.9375e-10
Mo-97          9.4065e-10     3.4376e-10
Mo-98          2.8533e-09     8.7718e-10
Mo-99          2.8844e-25     1.0000e-99
Mo-100         5.6934e-10     3.5730e-10
Mo-101         1.8908e-28     1.0000e-99
Mo-102         1.3681e-99     1.0000e-99
Tc-93          1.3681e-99     1.0000e-99
Tc-94          1.3681e-99     1.0000e-99
Tc-95          1.3681e-99     1.0000e-99
Tc-96          1.3681e-99     1.0000e-99
Tc-97          2.7138e-14     1.0000e-99
Tc-98          1.1408e-14     1.0000e-99
Tc-99          2.2272e-10     1.0000e-99
Tc-100         9.8723e-30     1.0000e-99
Tc-101         1.8390e-28     1.0000e-99
Tc-102         1.3681e-99     1.0000e-99
Tc-103         1.3681e-99     1.0000e-99
Tc-104         1.3681e-99     1.0000e-99
Tc-105         1.3681e-99     1.0000e-99
Ru-94          1.3681e-99     1.0000e-99
Ru-95          1.3681e-99     1.0000e-99
Ru-96          1.9603e-10     1.4628e-10
Ru-97          4.4840e-26     1.0000e-99
Ru-98          6.7642e-11     5.0355e-11
Ru-99          4.7140e-10     3.4727e-10
Ru-100         1.2570e-09     3.4640e-10
Ru-101         8.1341e-10     4.7375e-10
Ru-102         2.3166e-09     8.8487e-10
Ru-103         2.1018e-25     1.0000e-99
Ru-104         7.8411e-10     5.3246e-10
Ru-105         6.3703e-27     1.0000e-99
Ru-106         1.3681e-99     1.0000e-99
Rh-98          1.3681e-99     1.0000e-99
Rh-99          1.3681e-99     1.0000e-99
Rh-100         1.3681e-99     1.0000e-99
Rh-101         1.3681e-99     1.0000e-99
Rh-102         1.3681e-99     1.0000e-99
Rh-103         9.0878e-10     5.2734e-10
Rh-104         9.9312e-29     1.0000e-99
Rh-105         6.0306e-26     1.0000e-99
Rh-106         1.3681e-99     1.0000e-99
Rh-107         1.3681e-99     1.0000e-99
Rh-108         1.3681e-99     1.0000e-99
Pd-99          1.3681e-99     1.0000e-99
Pd-100         1.3681e-99     1.0000e-99
Pd-101         1.3681e-99     1.0000e-99
Pd-102         2.8406e-11     2.1206e-11
Pd-103         6.7703e-26     1.0000e-99
Pd-104         9.0083e-10     2.3614e-10
Pd-105         7.9840e-10     4.7789e-10
Pd-106         1.5086e-09     5.9047e-10
Pd-107         1.4090e-10     1.0000e-99
Pd-108         1.6898e-09     5.8246e-10
Pd-109         6.4627e-26     1.0000e-99
Pd-110         4.3591e-10     2.6277e-10
Pd-111         3.4980e-28     1.0000e-99
Pd-112         1.3681e-99     1.0000e-99
Ag-101         1.3681e-99     1.0000e-99
Ag-102         1.3681e-99     1.0000e-99
Ag-103         1.3681e-99     1.0000e-99
Ag-104         1.3681e-99     1.0000e-99
Ag-105         1.3681e-99     1.0000e-99
Ag-106         1.3681e-99     1.0000e-99
Ag-107         5.2507e-10     3.9201e-10
Ag-108         1.5359e-28     1.0000e-99
Ag-109         7.6102e-10     3.7100e-10
Ag-110         9.7915e-29     1.0000e-99
Ag-111         1.6604e-25     1.0000e-99
Ag-112         1.3681e-99     1.0000e-99
Ag-113         1.3681e-99     1.0000e-99
Cd-102         1.3681e-99     1.0000e-99
Cd-103         1.3681e-99     1.0000e-99
Cd-104         1.3681e-99     1.0000e-99
Cd-105         1.3681e-99     1.0000e-99
Cd-106         4.2508e-11     3.1730e-11
Cd-107         1.1091e-27     1.0000e-99
Cd-108         3.1782e-11     2.3018e-11
Cd-109         1.0324e-24     1.0000e-99
Cd-110         1.1838e-09     3.2901e-10
Cd-111         7.1689e-10     3.4024e-10
Cd-112         1.8785e-09     6.4718e-10
Cd-113         7.3920e-10     3.3068e-10
Cd-114         2.5571e-09     7.8432e-10
Cd-115         4.4595e-24     1.0000e-99
Cd-116         4.4928e-10     2.0806e-10
Cd-117         1.0202e-27     1.0000e-99
Cd-118         1.3681e-99     1.0000e-99
In-106         1.3681e-99     1.0000e-99
In-107         1.3681e-99     1.0000e-99
In-108         1.3681e-99     1.0000e-99
In-109         1.3681e-99     1.0000e-99
In-110         1.3681e-99     1.0000e-99
In-111         1.3681e-99     1.0000e-99
In-112         1.3681e-99     1.0000e-99
In-113         1.7454e-11     1.3019e-11
In-114         3.8252e-30     1.0000e-99
In-115         6.9956e-10     2.9574e-10
In-116         2.2407e-29     1.0000e-99
In-117         2.9751e-28     1.0000e-99
In-118         1.3681e-99     1.0000e-99
In-119         1.3681e-99     1.0000e-99
Sn-108         1.3681e-99     1.0000e-99
Sn-109         1.3681e-99     1.0000e-99
Sn-110         1.3681e-99     1.0000e-99
Sn-111         1.3681e-99     1.0000e-99
Sn-112         8.1812e-11     6.1051e-11
Sn-113         6.3781e-25     1.0000e-99
Sn-114         5.6744e-11     4.2174e-11
Sn-115         2.9444e-11     2.1885e-11
Sn-116         3.1918e-09     9.4658e-10
Sn-117         1.3081e-09     5.0417e-10
Sn-118         5.2422e-09     1.6046e-09
Sn-119         1.7042e-09     5.7351e-10
Sn-120         7.7878e-09     2.1956e-09
Sn-121         2.7403e-25     1.0000e-99
Sn-122         8.6068e-10     3.1703e-10
Sn-123         5.7478e-26     1.0000e-99
Sn-124         5.4735e-10     4.0298e-10
Sn-125         1.3066e-26     1.0000e-99
Sn-126         2.5309e-15     1.0000e-99
Sn-127         1.3681e-99     1.0000e-99
Sn-128         1.3681e-99     1.0000e-99
Sn-129         1.3681e-99     1.0000e-99
Sn-130         1.3681e-99     1.0000e-99
Sb-112         1.3681e-99     1.0000e-99
Sb-113         1.3681e-99     1.0000e-99
Sb-114         1.3681e-99     1.0000e-99
Sb-115         1.3681e-99     1.0000e-99
Sb-116         1.3681e-99     1.0000e-99
Sb-117         1.3681e-99     1.0000e-99
Sb-118         1.3681e-99     1.0000e-99
Sb-119         1.3681e-99     1.0000e-99
Sb-120         1.3681e-99     1.0000e-99
Sb-121         8.0898e-10     3.1589e-10
Sb-122         3.4717e-25     1.0000e-99
Sb-123         3.9920e-10     2.4014e-10
Sb-124         1.4212e-27     1.0000e-99
Sb-125         4.2919e-24     1.0000e-99
Sb-126         9.5393e-22     1.0000e-99
Sb-127         2.0109e-32     1.0000e-99
Sb-128         1.3681e-99     1.0000e-99
Sb-129         1.3681e-99     1.0000e-99
Sb-130         1.3681e-99     1.0000e-99
Sb-131         1.3681e-99     1.0000e-99
Sb-132         1.3681e-99     1.0000e-99
Sb-133         1.3681e-99     1.0000e-99
Te-114         1.3681e-99     1.0000e-99
Te-115         1.3681e-99     1.0000e-99
Te-116         1.3681e-99     1.0000e-99
Te-117         1.3681e-99     1.0000e-99
Te-118         1.3681e-99     1.0000e-99
Te-119         1.3681e-99     1.0000e-99
Te-120         1.0905e-11     8.1415e-12
Te-121         2.9951e-26     1.0000e-99
Te-122         8.8359e-10     2.2443e-10
Te-123         3.0646e-10     7.8930e-11
Te-124         1.7500e-09     4.2205e-10
Te-125         1.2391e-09     6.3067e-10
Te-126         4.5553e-09     1.6876e-09
Te-127         5.3965e-26     1.0000e-99
Te-128         4.0980e-09     2.8664e-09
Te-129         2.0541e-27     1.0000e-99
Te-130         4.2043e-09     3.1053e-09
Te-131         2.8975e-28     1.0000e-99
Te-132         1.3681e-99     1.0000e-99
Te-133         1.3681e-99     1.0000e-99
Te-134         1.3681e-99     1.0000e-99
I-117          1.3681e-99     1.0000e-99
I-118          1.3681e-99     1.0000e-99
I-119          1.3681e-99     1.0000e-99
I-120          1.3681e-99     1.0000e-99
I-121          1.3681e-99     1.0000e-99
I-122          1.3681e-99     1.0000e-99
I-123          1.3681e-99     1.0000e-99
I-124          1.3681e-99     1.0000e-99
I-125          2.4304e-25     1.0000e-99
I-126          1.3681e-99     1.0000e-99
I-127          1.2813e-09     7.2955e-10
I-128          4.3626e-27     1.0000e-99
I-129          8.1908e-12     1.0000e-99
I-130          2.7113e-29     1.0000e-99
I-131          1.3411e-25     1.0000e-99
I-132          1.3681e-99     1.0000e-99
I-133          1.3681e-99     1.0000e-99
I-134          1.3681e-99     1.0000e-99
I-135          1.3681e-99     1.0000e-99
Xe-118         1.3681e-99     1.0000e-99
Xe-119         1.3681e-99     1.0000e-99
Xe-120         1.3681e-99     1.0000e-99
Xe-121         1.3681e-99     1.0000e-99
Xe-122         1.3681e-99     1.0000e-99
Xe-123         1.3681e-99     1.0000e-99
Xe-124         1.4797e-11     1.1048e-11
Xe-125         2.9347e-27     1.0000e-99
Xe-126         1.3058e-11     9.7463e-12
Xe-127         5.6150e-26     1.0000e-99
Xe-128         9.7684e-10     1.9714e-10
Xe-129         3.5773e-09     2.4465e-09
Xe-130         2.0828e-09     3.9325e-10
Xe-131         3.2484e-09     1.9723e-09
Xe-132         6.4473e-09     2.4031e-09
Xe-133         6.2760e-25     1.0000e-99
Xe-134         1.5018e-09     8.9399e-10
Xe-135         3.1838e-27     1.0000e-99
Xe-136         1.0116e-09     7.3921e-10
Xe-137         1.6671e-30     1.0000e-99
Xe-138         1.3681e-99     1.0000e-99
Cs-123         1.3681e-99     1.0000e-99
Cs-124         1.3681e-99     1.0000e-99
Cs-125         1.3681e-99     1.0000e-99
Cs-126         1.3681e-99     1.0000e-99
Cs-127         1.3681e-99     1.0000e-99
Cs-128         1.3681e-99     1.0000e-99
Cs-129         1.3681e-99     1.0000e-99
Cs-130         1.3681e-99     1.0000e-99
Cs-131         2.4081e-26     1.0000e-99
Cs-132         1.3681e-99     1.0000e-99
Cs-133         1.4126e-09     7.1302e-10
Cs-134         1.5012e-22     1.0000e-99
Cs-135         3.1099e-10     1.0000e-99
Cs-136         2.9938e-25     1.0000e-99
Cs-137         5.0253e-13     1.0000e-99
Cs-138         1.3681e-99     1.0000e-99
Cs-139         1.3681e-99     1.0000e-99
Ba-124         1.3681e-99     1.0000e-99
Ba-125         1.3681e-99     1.0000e-99
Ba-126         1.3681e-99     1.0000e-99
Ba-127         1.3681e-99     1.0000e-99
Ba-128         1.3681e-99     1.0000e-99
Ba-129         1.3681e-99     1.0000e-99
Ba-130         1.2150e-11     9.0716e-12
Ba-131         3.5144e-26     1.0000e-99
Ba-132         1.1803e-11     8.8106e-12
Ba-133         1.4697e-24     1.0000e-99
Ba-134         1.3167e-09     2.1362e-10
Ba-135         1.1357e-09     5.8695e-10
Ba-136         4.2607e-09     7.0441e-10
Ba-137         4.1765e-09     1.0149e-09
Ba-138         4.5747e-08     6.5260e-09
Ba-139         4.5389e-27     1.0000e-99
Ba-140         1.3681e-99     1.0000e-99
Ba-141         1.3681e-99     1.0000e-99
Ba-142         1.3681e-99     1.0000e-99
La-127         1.3681e-99     1.0000e-99
La-128         1.3681e-99     1.0000e-99
La-129         1.3681e-99     1.0000e-99
La-130         1.3681e-99     1.0000e-99
La-131         1.3681e-99     1.0000e-99
La-132         1.3681e-99     1.0000e-99
La-133         1.3681e-99     1.0000e-99
La-134         1.3681e-99     1.0000e-99
La-135         1.3681e-99     1.0000e-99
La-136         1.3681e-99     1.0000e-99
La-137         8.3126e-18     1.0000e-99
La-138         1.0655e-12     8.0204e-13
La-139         5.5601e-09     8.9511e-10
La-140         1.3197e-25     1.0000e-99
La-141         1.3681e-99     1.0000e-99
La-142         1.3681e-99     1.0000e-99
La-143         1.3681e-99     1.0000e-99
Ce-130         1.3681e-99     1.0000e-99
Ce-131         1.3681e-99     1.0000e-99
Ce-132         1.3681e-99     1.0000e-99
Ce-133         1.3681e-99     1.0000e-99
Ce-134         1.3681e-99     1.0000e-99
Ce-135         1.3681e-99     1.0000e-99
Ce-136         5.6145e-12     4.1909e-12
Ce-137         2.4121e-28     1.0000e-99
Ce-138         7.6964e-12     5.7386e-12
Ce-139         6.4029e-26     1.0000e-99
Ce-140         1.5968e-08     2.0515e-09
Ce-141         1.5633e-24     1.0000e-99
Ce-142         6.6342e-10     2.6146e-10
Ce-143         8.3337e-27     1.0000e-99
Ce-144         1.3681e-99     1.0000e-99
Ce-145         1.3681e-99     1.0000e-99
Ce-146         1.3681e-99     1.0000e-99
Pr-133         1.3681e-99     1.0000e-99
Pr-134         1.3681e-99     1.0000e-99
Pr-135         1.3681e-99     1.0000e-99
Pr-136         1.3681e-99     1.0000e-99
Pr-137         1.3681e-99     1.0000e-99
Pr-138         1.3681e-99     1.0000e-99
Pr-139         1.3681e-99     1.0000e-99
Pr-140         1.3681e-99     1.0000e-99
Pr-141         1.7920e-09     3.4552e-10
Pr-142         1.5789e-25     1.0000e-99
Pr-143         7.8051e-26     1.0000e-99
