# Battino yields
# Model: m3z1m3
# Set: set1.01
# Mini: 3.00
# Mfinal: 0.8317663353165653
# Created by Daniel Boyea on 2024-12-04
isotope       mass_yield     X0      
Sr-87          3.0144e-10     4.4471e-11
Sr-88          5.5635e-09     5.0153e-10
Sr-89          2.0325e-15     1.0000e-99
Sr-90          1.0624e-11     1.0000e-99
Sr-91          4.0173e-22     1.0000e-99
Sr-92          2.2669e-30     1.0000e-99
Sr-93          6.6929e-45     1.0000e-99
Sr-94          2.1683e-99     1.0000e-99
Y-85           2.1683e-99     1.0000e-99
Y-86           2.1683e-99     1.0000e-99
Y-87           2.1683e-99     1.0000e-99
Y-88           2.1683e-99     1.0000e-99
Y-89           1.6074e-09     1.2304e-10
Y-90           2.7850e-15     1.0000e-99
Y-91           5.3582e-18     1.0000e-99
Y-92           1.6245e-28     1.0000e-99
Y-93           7.3055e-30     1.0000e-99
Y-94           1.7696e-44     1.0000e-99
Y-95           2.1683e-99     1.0000e-99
Y-96           2.1683e-99     1.0000e-99
Zr-86          2.1683e-99     1.0000e-99
Zr-87          2.1683e-99     1.0000e-99
Zr-88          2.1683e-99     1.0000e-99
Zr-89          2.1683e-99     1.0000e-99
Zr-90          1.7233e-09     1.5357e-10
Zr-91          4.7291e-10     3.3871e-11
Zr-92          7.6084e-10     5.2315e-11
Zr-93          2.3495e-10     1.0000e-99
Zr-94          9.4110e-10     5.4181e-11
Zr-95          1.7870e-15     1.0000e-99
Zr-96          8.7876e-11     8.9114e-12
Zr-97          4.9726e-20     1.0000e-99
Zr-98          3.5721e-35     1.0000e-99
Nb-89          2.1683e-99     1.0000e-99
Nb-90          2.1683e-99     1.0000e-99
Nb-91          1.8326e-30     1.0000e-99
Nb-92          2.1683e-99     1.0000e-99
Nb-93          4.0745e-11     1.9018e-11
Nb-94          1.5783e-16     1.0000e-99
Nb-95          5.1543e-16     1.0000e-99
Nb-96          3.1431e-22     1.0000e-99
Nb-97          3.8147e-21     1.0000e-99
Nb-98          1.1170e-30     1.0000e-99
Nb-99          3.0820e-40     1.0000e-99
Mo-90          2.1683e-99     1.0000e-99
Mo-91          2.1683e-99     1.0000e-99
Mo-92          2.1730e-11     1.0134e-11
Mo-93          8.8490e-15     1.0000e-99
Mo-94          1.4025e-11     6.4533e-12
Mo-95          1.3569e-10     1.1229e-11
Mo-96          2.4066e-10     1.1886e-11
Mo-97          8.4659e-11     6.8815e-12
Mo-98          2.6016e-10     1.7559e-11
Mo-99          6.5977e-17     1.0000e-99
Mo-100         2.7105e-11     7.1525e-12
Mo-101         2.5253e-26     1.0000e-99
Mo-102         5.7460e-34     1.0000e-99
Tc-93          2.1683e-99     1.0000e-99
Tc-94          2.1683e-99     1.0000e-99
Tc-95          2.1683e-99     1.0000e-99
Tc-96          2.1683e-99     1.0000e-99
Tc-97          1.6834e-16     1.0000e-99
Tc-98          2.6038e-17     1.0000e-99
Tc-99          2.8158e-11     1.0000e-99
Tc-100         2.5634e-27     1.0000e-99
Tc-101         4.7590e-26     1.0000e-99
Tc-102         2.9375e-34     1.0000e-99
Tc-103         2.6410e-42     1.0000e-99
Tc-104         2.1683e-99     1.0000e-99
Tc-105         2.1683e-99     1.0000e-99
Ru-94          2.1683e-99     1.0000e-99
Ru-95          2.1683e-99     1.0000e-99
Ru-96          6.2716e-12     2.9283e-12
Ru-97          1.2078e-21     1.0000e-99
Ru-98          2.1611e-12     1.0080e-12
Ru-99          1.6113e-11     6.9516e-12
Ru-100         1.1797e-10     6.9341e-12
Ru-101         4.3772e-11     9.4836e-12
Ru-102         1.8819e-10     1.7713e-11
Ru-103         2.8743e-17     1.0000e-99
Ru-104         3.1546e-11     1.0659e-11
Ru-105         9.0467e-23     1.0000e-99
Ru-106         1.3028e-19     1.0000e-99
Rh-98          2.1683e-99     1.0000e-99
Rh-99          2.1683e-99     1.0000e-99
Rh-100         2.1683e-99     1.0000e-99
Rh-101         2.1683e-99     1.0000e-99
Rh-102         2.1683e-99     1.0000e-99
Rh-103         4.9616e-11     1.0556e-11
Rh-104         7.2879e-27     1.0000e-99
Rh-105         9.0100e-19     1.0000e-99
Rh-106         1.2794e-25     1.0000e-99
Rh-107         1.3800e-36     1.0000e-99
Rh-108         1.4729e-45     1.0000e-99
Pd-99          2.1683e-99     1.0000e-99
Pd-100         2.1683e-99     1.0000e-99
Pd-101         2.1683e-99     1.0000e-99
Pd-102         9.0908e-13     4.2450e-13
Pd-103         1.1551e-22     1.0000e-99
Pd-104         8.9800e-11     4.7271e-12
Pd-105         4.2257e-11     9.5665e-12
Pd-106         1.2406e-10     1.1820e-11
Pd-107         1.9592e-11     1.0000e-99
Pd-108         1.5079e-10     1.1660e-11
Pd-109         3.9361e-19     1.0000e-99
Pd-110         2.2674e-11     5.2601e-12
Pd-111         9.4195e-26     1.0000e-99
Pd-112         3.5498e-25     1.0000e-99
Ag-101         2.1683e-99     1.0000e-99
Ag-102         2.1683e-99     1.0000e-99
Ag-103         2.1683e-99     1.0000e-99
Ag-104         2.1683e-99     1.0000e-99
Ag-105         2.1683e-99     1.0000e-99
Ag-106         2.1683e-99     1.0000e-99
Ag-107         1.6810e-11     7.8472e-12
Ag-108         2.0921e-29     1.0000e-99
Ag-109         5.2097e-11     7.4267e-12
Ag-110         1.1899e-26     1.0000e-99
Ag-111         2.8046e-17     1.0000e-99
Ag-112         4.4834e-26     1.0000e-99
Ag-113         9.4897e-36     1.0000e-99
Cd-102         2.1683e-99     1.0000e-99
Cd-103         2.1683e-99     1.0000e-99
Cd-104         2.1683e-99     1.0000e-99
Cd-105         2.1683e-99     1.0000e-99
Cd-106         1.3603e-12     6.3517e-13
Cd-107         4.8543e-26     1.0000e-99
Cd-108         9.9530e-13     4.6077e-13
Cd-109         7.9145e-17     1.0000e-99
Cd-110         1.1784e-10     6.5861e-12
Cd-111         5.1464e-11     6.8109e-12
Cd-112         1.6899e-10     1.2955e-11
Cd-113         5.5868e-11     6.6195e-12
Cd-114         2.4330e-10     1.5701e-11
Cd-115         1.6529e-15     1.0000e-99
Cd-116         3.3655e-11     4.1650e-12
Cd-117         3.5038e-23     1.0000e-99
Cd-118         2.8991e-30     1.0000e-99
In-106         2.1683e-99     1.0000e-99
In-107         2.1683e-99     1.0000e-99
In-108         2.1683e-99     1.0000e-99
In-109         2.1683e-99     1.0000e-99
In-110         2.1683e-99     1.0000e-99
In-111         2.1683e-99     1.0000e-99
In-112         2.1683e-99     1.0000e-99
In-113         5.5828e-13     2.6062e-13
In-114         3.9906e-31     1.0000e-99
In-115         5.4479e-11     5.9202e-12
In-116         3.0516e-27     1.0000e-99
In-117         1.4214e-23     1.0000e-99
In-118         2.5988e-31     1.0000e-99
In-119         6.9837e-39     1.0000e-99
Sn-108         2.1683e-99     1.0000e-99
Sn-109         2.1683e-99     1.0000e-99
Sn-110         2.1683e-99     1.0000e-99
Sn-111         2.1683e-99     1.0000e-99
Sn-112         2.6174e-12     1.2221e-12
Sn-113         4.7822e-21     1.0000e-99
Sn-114         1.8112e-12     8.4424e-13
Sn-115         9.4008e-13     4.3810e-13
Sn-116         3.1038e-10     1.8949e-11
Sn-117         1.1092e-10     1.0092e-11
Sn-118         5.0553e-10     3.2121e-11
Sn-119         1.5754e-10     1.1480e-11
Sn-120         7.8922e-10     4.3952e-11
Sn-121         3.9879e-17     1.0000e-99
Sn-122         7.3813e-11     6.3463e-12
Sn-123         8.5385e-18     1.0000e-99
Sn-124         1.7733e-11     8.0667e-12
Sn-125         3.6024e-21     1.0000e-99
Sn-126         4.2599e-16     1.0000e-99
Sn-127         8.0159e-31     1.0000e-99
Sn-128         5.3214e-41     1.0000e-99
Sn-129         2.1683e-99     1.0000e-99
Sn-130         2.1683e-99     1.0000e-99
Sb-112         2.1683e-99     1.0000e-99
Sb-113         2.1683e-99     1.0000e-99
Sb-114         2.1683e-99     1.0000e-99
Sb-115         2.1683e-99     1.0000e-99
Sb-116         2.1683e-99     1.0000e-99
Sb-117         2.1683e-99     1.0000e-99
Sb-118         2.1683e-99     1.0000e-99
Sb-119         2.1683e-99     1.0000e-99
Sb-120         2.1683e-99     1.0000e-99
Sb-121         6.7787e-11     6.3234e-12
Sb-122         7.0613e-17     1.0000e-99
Sb-123         2.0483e-11     4.8072e-12
Sb-124         3.6272e-23     1.0000e-99
Sb-125         2.7564e-16     1.0000e-99
Sb-126         1.0802e-22     1.0000e-99
Sb-127         3.4797e-23     1.0000e-99
Sb-128         2.2253e-35     1.0000e-99
Sb-129         2.4589e-44     1.0000e-99
Sb-130         2.1683e-99     1.0000e-99
Sb-131         2.1683e-99     1.0000e-99
Sb-132         2.1683e-99     1.0000e-99
Sb-133         2.1683e-99     1.0000e-99
Te-114         2.1683e-99     1.0000e-99
Te-115         2.1683e-99     1.0000e-99
Te-116         2.1683e-99     1.0000e-99
Te-117         2.1683e-99     1.0000e-99
Te-118         2.1683e-99     1.0000e-99
Te-119         2.1683e-99     1.0000e-99
Te-120         3.4902e-13     1.6298e-13
Te-121         1.7349e-23     1.0000e-99
Te-122         9.5723e-11     4.4927e-12
Te-123         3.3467e-11     1.5800e-12
Te-124         1.8906e-10     8.4485e-12
Te-125         8.3729e-11     1.2625e-11
Te-126         3.9813e-10     3.3783e-11
Te-127         9.5170e-20     1.0000e-99
Te-128         1.5627e-10     5.7380e-11
Te-129         1.7445e-24     1.0000e-99
Te-130         1.3413e-10     6.2161e-11
Te-131         1.4342e-27     1.0000e-99
Te-132         8.9281e-26     1.0000e-99
Te-133         2.5866e-43     1.0000e-99
Te-134         2.1683e-99     1.0000e-99
I-117          2.1683e-99     1.0000e-99
I-118          2.1683e-99     1.0000e-99
I-119          2.1683e-99     1.0000e-99
I-120          2.1683e-99     1.0000e-99
I-121          2.1683e-99     1.0000e-99
I-122          2.1683e-99     1.0000e-99
I-123          2.1683e-99     1.0000e-99
I-124          2.1683e-99     1.0000e-99
I-125          4.8508e-23     1.0000e-99
I-126          8.3018e-27     1.0000e-99
I-127          7.4397e-11     1.4604e-11
I-128          1.9705e-24     1.0000e-99
I-129          5.1969e-13     1.0000e-99
I-130          4.4668e-23     1.0000e-99
I-131          3.7088e-19     1.0000e-99
I-132          2.7482e-27     1.0000e-99
I-133          7.6828e-29     1.0000e-99
I-134          1.0795e-44     1.0000e-99
I-135          7.6986e-47     1.0000e-99
Xe-118         2.1683e-99     1.0000e-99
Xe-119         2.1683e-99     1.0000e-99
Xe-120         2.1683e-99     1.0000e-99
Xe-121         2.1683e-99     1.0000e-99
Xe-122         2.1683e-99     1.0000e-99
Xe-123         2.1683e-99     1.0000e-99
Xe-124         4.7360e-13     2.2115e-13
Xe-125         2.1983e-25     1.0000e-99
Xe-126         4.1783e-13     1.9510e-13
Xe-127         2.3464e-22     1.0000e-99
Xe-128         1.1113e-10     3.9463e-12
Xe-129         1.4849e-10     4.8974e-11
Xe-130         2.3741e-10     7.8721e-12
Xe-131         1.6928e-10     3.9482e-11
Xe-132         5.5501e-10     4.8105e-11
Xe-133         2.4086e-16     1.0000e-99
Xe-134         8.0709e-11     1.7896e-11
Xe-135         2.8295e-21     1.0000e-99
Xe-136         3.2852e-11     1.4797e-11
Xe-137         6.0152e-30     1.0000e-99
Xe-138         4.3295e-40     1.0000e-99
Cs-123         2.1683e-99     1.0000e-99
Cs-124         2.1683e-99     1.0000e-99
Cs-125         2.1683e-99     1.0000e-99
Cs-126         2.1683e-99     1.0000e-99
Cs-127         2.1683e-99     1.0000e-99
Cs-128         2.1683e-99     1.0000e-99
Cs-129         2.1683e-99     1.0000e-99
Cs-130         2.1683e-99     1.0000e-99
Cs-131         1.0047e-23     1.0000e-99
Cs-132         4.6954e-28     1.0000e-99
Cs-133         9.2828e-11     1.4273e-11
Cs-134         4.8268e-15     1.0000e-99
Cs-135         4.4062e-11     1.0000e-99
Cs-136         2.4245e-16     1.0000e-99
Cs-137         1.3123e-11     1.0000e-99
Cs-138         5.2089e-27     1.0000e-99
Cs-139         3.4367e-37     1.0000e-99
Ba-124         2.1683e-99     1.0000e-99
Ba-125         2.1683e-99     1.0000e-99
Ba-126         2.1683e-99     1.0000e-99
Ba-127         2.1683e-99     1.0000e-99
Ba-128         2.1683e-99     1.0000e-99
Ba-129         2.1683e-99     1.0000e-99
Ba-130         3.8889e-13     1.8159e-13
Ba-131         1.6705e-23     1.0000e-99
Ba-132         3.7771e-13     1.7637e-13
Ba-133         1.9662e-22     1.0000e-99
Ba-134         1.5734e-10     4.2762e-12
Ba-135         7.4634e-11     1.1750e-11
Ba-136         4.9282e-10     1.4101e-11
Ba-137         4.4212e-10     2.0317e-11
Ba-138         6.3054e-09     1.3064e-10
Ba-139         6.9207e-23     1.0000e-99
Ba-140         2.9683e-21     1.0000e-99
Ba-141         2.0105e-38     1.0000e-99
Ba-142         4.3169e-52     1.0000e-99
La-127         2.1683e-99     1.0000e-99
La-128         2.1683e-99     1.0000e-99
La-129         2.1683e-99     1.0000e-99
La-130         2.1683e-99     1.0000e-99
La-131         2.1683e-99     1.0000e-99
La-132         2.1683e-99     1.0000e-99
La-133         2.1683e-99     1.0000e-99
La-134         2.1683e-99     1.0000e-99
La-135         2.1683e-99     1.0000e-99
La-136         2.1683e-99     1.0000e-99
La-137         2.0546e-21     1.0000e-99
La-138         3.4228e-14     1.6055e-14
La-139         7.6728e-10     1.7918e-11
La-140         1.9729e-17     1.0000e-99
La-141         1.7851e-25     1.0000e-99
La-142         6.7216e-33     1.0000e-99
La-143         3.6375e-42     1.0000e-99
Ce-130         2.1683e-99     1.0000e-99
Ce-131         2.1683e-99     1.0000e-99
Ce-132         2.1683e-99     1.0000e-99
Ce-133         2.1683e-99     1.0000e-99
Ce-134         2.1683e-99     1.0000e-99
Ce-135         2.1683e-99     1.0000e-99
Ce-136         1.7966e-13     8.3893e-14
Ce-137         7.5241e-27     1.0000e-99
Ce-138         2.4612e-13     1.1488e-13
Ce-139         2.2905e-20     1.0000e-99
Ce-140         2.3272e-09     4.1067e-11
Ce-141         1.3407e-15     1.0000e-99
Ce-142         8.0631e-11     5.2340e-12
Ce-143         1.1511e-18     1.0000e-99
Ce-144         1.0491e-18     1.0000e-99
Ce-145         1.0078e-37     1.0000e-99
Ce-146         5.6540e-42     1.0000e-99
Pr-133         2.1683e-99     1.0000e-99
Pr-134         2.1683e-99     1.0000e-99
Pr-135         2.1683e-99     1.0000e-99
Pr-136         2.1683e-99     1.0000e-99
Pr-137         2.1683e-99     1.0000e-99
Pr-138         2.1683e-99     1.0000e-99
Pr-139         2.1683e-99     1.0000e-99
Pr-140         2.1683e-99     1.0000e-99
Pr-141         2.4246e-10     6.9166e-12
Pr-142         2.1697e-17     1.0000e-99
Pr-143         7.3289e-17     1.0000e-99
