# Ritter 2018 yields
# Model: M5.00Z2.0e-02
# Set: set1.2
# Mini: 5.00
# Mfinal: 0.8767619794726023
# Created by Daniel Boyea on 2024-10-31
isotope       mass_yield     X0      
Ba-137         1.1866e-08     2.0298e-09
Ba-138         7.0832e-08     1.3052e-08
La-138         6.5484e-12     1.6041e-12
La-139         9.2587e-09     1.7902e-09
Ce-136         3.4222e-11     8.3818e-12
Ce-137         3.9658e-27     0.0000e+00
Ce-138         4.6875e-11     1.1477e-11
Ce-139         5.8493e-23     0.0000e+00
Ce-140         2.0141e-08     4.1030e-09
Ce-141         3.9859e-24     0.0000e+00
Ce-142         2.7800e-09     5.2293e-10
Pr-141         3.2588e-09     6.9104e-10
Nd-142         4.6389e-09     9.9198e-10
Nd-143         2.0069e-09     4.4836e-10
Nd-144         4.2140e-09     8.8261e-10
Nd-145         1.3779e-09     3.0955e-10
Nd-146         3.1335e-09     6.4477e-10
Nd-147         1.9100e-24     0.0000e+00
Nd-148         1.0142e-09     2.1850e-10
Nd-149         1.1245e-26     0.0000e+00
Nd-150         8.8955e-10     2.1683e-10
Pm-147         8.7691e-14     0.0000e+00
Sm-144         1.5048e-10     3.6835e-11
Sm-147         8.1121e-10     1.8344e-10
Sm-148         6.4376e-10     1.3846e-10
Sm-149         7.2168e-10     1.7137e-10
Sm-150         4.7420e-10     9.2131e-11
Sm-151         7.3723e-12     0.0000e+00
Sm-152         1.4699e-09     3.3832e-10
Sm-153         9.4189e-25     0.0000e+00
Sm-154         1.2410e-09     2.9162e-10
Eu-151         8.3592e-10     2.0360e-10
Eu-152         1.1434e-16     0.0000e+00
Eu-153         9.3581e-10     2.2520e-10
Gd-152         1.5922e-11     2.9472e-12
Gd-153         1.0636e-20     0.0000e+00
Gd-154         1.6575e-10     3.2095e-11
Gd-155         9.1678e-10     2.1922e-10
Gd-156         1.3223e-09     3.0510e-10
Gd-157         9.9378e-10     2.3483e-10
Gd-158         1.6654e-09     3.7497e-10
Gd-159         3.1068e-25     0.0000e+00
Gd-160         1.4070e-09     3.3429e-10
Tb-159         1.1587e-09     2.7649e-10
Dy-156         4.0913e-12     1.0037e-12
Dy-157         1.9074e-27     0.0000e+00
Dy-158         7.1113e-12     1.7427e-12
Dy-159         1.6403e-24     0.0000e+00
Dy-160         2.1935e-10     4.3015e-11
Dy-161         1.4528e-09     3.4978e-10
Dy-162         2.0428e-09     4.7480e-10
Dy-163         1.9474e-09     4.6630e-10
Dy-164         2.3685e-09     5.3116e-10
Ho-165         1.7686e-09     4.2439e-10
Er-162         6.5570e-12     1.6089e-12
Er-163         7.2120e-28     0.0000e+00
Er-164         7.8018e-11     1.9129e-11
Er-165         3.4351e-26     0.0000e+00
Er-166         1.7079e-09     4.0445e-10
Er-167         1.1613e-09     2.7759e-10
Er-168         1.4508e-09     3.2626e-10
Er-169         2.6329e-24     0.0000e+00
Er-170         8.3675e-10     1.8399e-10
Tm-169         7.8320e-10     1.8543e-10
Yb-168         6.4573e-12     1.5832e-12
Yb-169         1.6413e-25     0.0000e+00
Yb-170         1.8348e-10     3.7463e-11
Yb-171         7.8145e-10     1.7701e-10
Yb-172         1.2291e-09     2.7219e-10
Yb-173         8.8728e-10     2.0228e-10
Yb-174         1.9038e-09     4.0148e-10
Yb-175         7.0796e-25     0.0000e+00
Yb-176         7.3791e-10     1.6280e-10
Lu-175         7.8463e-10     1.8279e-10
Lu-176         3.9250e-11     4.8763e-12
Hf-174         5.0232e-12     1.2313e-12
Hf-175         2.0489e-25     0.0000e+00
Hf-176         1.7932e-10     4.0362e-11
Hf-177         6.2241e-10     1.4378e-10
Hf-178         1.0121e-09     2.1213e-10
Hf-179         4.8659e-10     1.0651e-10
Hf-180         1.3929e-09     2.7584e-10
Hf-181         4.2461e-24     0.0000e+00
Hf-182         2.3213e-11     0.0000e+00
Ta-180         9.9532e-14     2.4292e-14
Ta-181         8.6875e-10     1.9857e-10
W-180          3.4784e-12     8.3948e-13
W-181          2.4948e-24     0.0000e+00
W-182          8.5497e-10     1.8775e-10
W-183          4.8714e-10     1.0197e-10
W-184          1.0666e-09     2.1949e-10
W-185          2.3724e-23     0.0000e+00
W-186          9.3563e-10     2.0583e-10
Re-185         4.7082e-10     1.0479e-10
Re-186         1.6694e-24     0.0000e+00
Re-187         7.4971e-10     1.7730e-10
Os-184         2.9013e-12     7.1083e-13
Os-185         9.8107e-26     0.0000e+00
Os-186         2.8519e-10     5.7782e-11
Os-187         2.5726e-10     5.9983e-11
Os-188         2.1279e-09     4.8736e-10
Os-189         2.4671e-09     5.9736e-10
Os-190         4.1455e-09     9.7660e-10
Os-191         7.8017e-24     0.0000e+00
Os-192         6.3665e-09     1.5327e-09
Ir-191         5.5623e-09     1.3574e-09
Ir-192         4.0204e-22     0.0000e+00
Ir-193         9.4574e-09     2.3083e-09
Pt-190         4.1167e-12     1.0085e-12
Pt-191         6.1606e-27     0.0000e+00
Pt-192         2.7981e-10     5.8500e-11
Pt-193         3.4997e-12     0.0000e+00
Pt-194         1.0332e-08     2.4898e-09
Pt-195         1.0542e-08     2.5683e-09
Pt-196         8.1246e-09     1.9260e-09
Pt-197         8.4760e-25     0.0000e+00
Pt-198         2.2942e-09     5.5217e-10
Au-197         4.4997e-09     1.0833e-09
Au-198         6.8177e-24     0.0000e+00
Au-199         5.4015e-25     0.0000e+00
Hg-196         1.2290e-11     3.0094e-12
Hg-197         5.5640e-27     0.0000e+00
Hg-198         1.0096e-09     1.9750e-10
Hg-199         1.4742e-09     3.3599e-10
Hg-200         2.2036e-09     4.6222e-10
Hg-201         1.2235e-09     2.6511e-10
Hg-202         2.9927e-09     6.0363e-10
Hg-203         2.7519e-25     0.0000e+00
Hg-204         6.1349e-10     1.4014e-10
Tl-203         1.5739e-09     3.2207e-10
Tl-204         1.5797e-13     0.0000e+00
Tl-205         3.5779e-09     7.7639e-10
Pb-204         1.5065e-09     2.9310e-10
Pb-205         6.3457e-12     0.0000e+00
Pb-206         1.3224e-08     2.7977e-09
Pb-207         1.4420e-08     3.0897e-09
Pb-208         3.9596e-08     8.8498e-09
Bi-209         3.7036e-09     8.7182e-10
Bi-210         3.9155e-19     0.0000e+00
