# Battino yields
# Model: m2z1m3
# Set: set1.01
# Mini: 2.00
# Mfinal: 0.682099511659186
# Created by Daniel Boyea on 2024-12-04
isotope       mass_yield     X0      
Ce-138         1.4747e-13     1.1488e-13
Ce-139         1.4615e-22     1.0000e-99
Ce-140         9.4095e-10     4.1067e-11
Ce-141         7.8849e-21     1.0000e-99
Ce-142         1.9858e-11     5.2340e-12
Ce-143         1.1372e-23     1.0000e-99
Ce-144         1.0109e-27     1.0000e-99
Ce-145         1.3185e-99     1.0000e-99
Ce-146         1.3185e-99     1.0000e-99
Pr-133         1.3185e-99     1.0000e-99
Pr-134         1.3185e-99     1.0000e-99
Pr-135         1.3185e-99     1.0000e-99
Pr-136         1.3185e-99     1.0000e-99
Pr-137         1.3185e-99     1.0000e-99
Pr-138         1.3185e-99     1.0000e-99
Pr-139         1.3185e-99     1.0000e-99
Pr-140         1.3185e-99     1.0000e-99
Pr-141         9.0559e-11     6.9166e-12
Pr-142         4.3416e-23     1.0000e-99
Pr-143         3.1316e-22     1.0000e-99
Pr-144         1.7668e-31     1.0000e-99
Pr-145         1.0344e-83     1.0000e-99
Pr-146         1.3185e-99     1.0000e-99
Pr-147         1.3185e-99     1.0000e-99
Pr-148         1.3185e-99     1.0000e-99
Pr-149         1.3185e-99     1.0000e-99
Nd-134         1.3185e-99     1.0000e-99
Nd-135         1.3185e-99     1.0000e-99
Nd-136         1.3185e-99     1.0000e-99
Nd-137         1.3185e-99     1.0000e-99
Nd-138         1.3185e-99     1.0000e-99
Nd-139         1.3185e-99     1.0000e-99
Nd-140         1.3185e-99     1.0000e-99
Nd-141         1.0271e-58     1.0000e-99
Nd-142         2.5153e-10     9.9287e-12
Nd-143         4.0946e-11     4.4876e-12
Nd-144         1.2316e-10     8.8340e-12
Nd-145         2.4480e-11     3.0983e-12
Nd-146         1.1496e-10     6.4535e-12
Nd-147         9.4461e-22     1.0000e-99
Nd-148         1.0614e-11     2.1870e-12
Nd-149         2.1644e-26     1.0000e-99
Nd-150         2.8212e-12     2.1702e-12
Nd-151         1.8672e-29     1.0000e-99
Nd-152         1.1622e-60     1.0000e-99
Pm-137         1.3185e-99     1.0000e-99
Pm-138         1.3185e-99     1.0000e-99
Pm-139         1.3185e-99     1.0000e-99
Pm-140         1.3185e-99     1.0000e-99
Pm-141         1.3185e-99     1.0000e-99
Pm-142         1.3185e-99     1.0000e-99
Pm-143         1.3185e-99     1.0000e-99
Pm-144         1.3185e-99     1.0000e-99
Pm-145         1.0025e-19     1.0000e-99
Pm-146         1.1993e-25     1.0000e-99
Pm-147         4.4981e-19     1.0000e-99
Pm-148         1.5170e-26     1.0000e-99
Pm-149         8.1303e-24     1.0000e-99
Pm-150         4.5298e-40     1.0000e-99
Pm-151         3.0491e-24     1.0000e-99
Pm-152         2.5324e-58     1.0000e-99
Pm-153         1.3185e-99     1.0000e-99
Pm-154         1.3185e-99     1.0000e-99
Sm-140         1.3185e-99     1.0000e-99
Sm-141         1.3185e-99     1.0000e-99
Sm-142         1.3185e-99     1.0000e-99
Sm-143         1.3185e-99     1.0000e-99
Sm-144         4.7444e-13     3.6868e-13
Sm-145         1.1214e-21     1.0000e-99
Sm-146         7.0930e-16     1.0000e-99
Sm-147         1.4218e-11     1.8361e-12
Sm-148         3.1770e-11     1.3859e-12
Sm-149         7.0235e-12     1.7153e-12
Sm-150         2.4001e-11     9.2214e-13
Sm-151         1.9793e-13     1.0000e-99
Sm-152         2.3938e-11     3.3862e-12
Sm-153         6.5550e-23     1.0000e-99
Sm-154         7.5405e-12     2.9189e-12
Sm-155         1.4911e-28     1.0000e-99
Sm-156         5.8847e-59     1.0000e-99
Sm-157         1.3185e-99     1.0000e-99
Sm-158         1.3185e-99     1.0000e-99
Eu-143         1.3185e-99     1.0000e-99
Eu-144         1.3185e-99     1.0000e-99
Eu-145         1.3185e-99     1.0000e-99
Eu-146         1.3185e-99     1.0000e-99
Eu-147         1.3185e-99     1.0000e-99
Eu-148         1.3185e-99     1.0000e-99
Eu-149         1.3185e-99     1.0000e-99
Eu-150         1.3185e-99     1.0000e-99
Eu-151         5.6777e-12     2.0378e-12
Eu-152         1.1357e-19     1.0000e-99
Eu-153         6.6027e-12     2.2540e-12
Eu-154         1.8091e-19     1.0000e-99
Eu-155         5.2205e-20     1.0000e-99
Eu-156         6.3236e-28     1.0000e-99
Eu-157         2.7126e-82     1.0000e-99
Eu-158         1.3185e-99     1.0000e-99
Eu-159         1.3185e-99     1.0000e-99
Gd-144         1.3185e-99     1.0000e-99
Gd-145         1.3185e-99     1.0000e-99
Gd-146         1.3185e-99     1.0000e-99
Gd-147         1.3185e-99     1.0000e-99
Gd-148         1.3185e-99     1.0000e-99
Gd-149         1.3185e-99     1.0000e-99
Gd-150         1.3185e-99     1.0000e-99
Gd-151         1.3185e-99     1.0000e-99
Gd-152         4.2606e-13     2.9498e-14
Gd-153         4.3595e-20     1.0000e-99
Gd-154         8.2647e-12     3.2124e-13
Gd-155         6.8098e-12     2.1941e-12
Gd-156         1.8644e-11     3.0538e-12
Gd-157         9.6411e-12     2.3504e-12
Gd-158         3.2167e-11     3.7531e-12
Gd-159         3.9717e-23     1.0000e-99
Gd-160         6.7098e-12     3.3459e-12
Gd-161         2.5331e-30     1.0000e-99
Gd-162         2.4424e-62     1.0000e-99
Tb-147         1.3185e-99     1.0000e-99
Tb-148         1.3185e-99     1.0000e-99
Tb-149         1.3185e-99     1.0000e-99
Tb-150         1.3185e-99     1.0000e-99
Tb-151         1.3185e-99     1.0000e-99
Tb-152         1.3185e-99     1.0000e-99
Tb-153         1.3185e-99     1.0000e-99
Tb-154         1.3185e-99     1.0000e-99
Tb-155         1.3185e-99     1.0000e-99
Tb-156         1.3185e-99     1.0000e-99
Tb-157         8.7658e-16     1.0000e-99
Tb-158         2.3580e-16     1.0000e-99
Tb-159         9.5056e-12     2.7674e-12
Tb-160         1.5626e-20     1.0000e-99
Tb-161         2.9588e-23     1.0000e-99
Tb-162         8.4122e-59     1.0000e-99
Tb-163         1.3185e-99     1.0000e-99
Tb-164         1.3185e-99     1.0000e-99
Tb-165         1.3185e-99     1.0000e-99
Dy-148         1.3185e-99     1.0000e-99
Dy-149         1.3185e-99     1.0000e-99
Dy-150         1.3185e-99     1.0000e-99
Dy-151         1.3185e-99     1.0000e-99
Dy-152         1.3185e-99     1.0000e-99
Dy-153         1.3185e-99     1.0000e-99
Dy-154         1.3185e-99     1.0000e-99
Dy-155         1.3185e-99     1.0000e-99
Dy-156         1.2842e-14     1.0046e-14
Dy-157         2.9889e-27     1.0000e-99
Dy-158         2.2961e-14     1.7442e-14
Dy-159         6.4850e-22     1.0000e-99
Dy-160         1.0072e-11     4.3054e-13
Dy-161         9.2733e-12     3.5010e-12
Dy-162         2.7114e-11     4.7522e-12
Dy-163         9.6727e-12     4.6672e-12
Dy-164         4.1313e-11     5.3163e-12
Dy-165         6.0637e-25     1.0000e-99
Dy-166         3.2939e-38     1.0000e-99
Dy-167         1.3185e-99     1.0000e-99
Dy-168         1.3185e-99     1.0000e-99
Ho-153         1.3185e-99     1.0000e-99
Ho-154         1.3185e-99     1.0000e-99
Ho-155         1.3185e-99     1.0000e-99
Ho-156         1.3185e-99     1.0000e-99
Ho-157         1.3185e-99     1.0000e-99
Ho-158         1.3185e-99     1.0000e-99
Ho-159         1.3185e-99     1.0000e-99
Ho-160         1.3185e-99     1.0000e-99
Ho-161         1.3185e-99     1.0000e-99
Ho-162         1.3185e-99     1.0000e-99
Ho-163         2.5906e-12     1.0000e-99
Ho-164         4.5874e-27     1.0000e-99
Ho-165         1.5068e-11     4.2477e-12
Ho-166         3.8063e-22     1.0000e-99
Ho-167         4.6129e-32     1.0000e-99
Ho-168         9.9527e-86     1.0000e-99
Ho-169         1.3185e-99     1.0000e-99
Er-154         1.3185e-99     1.0000e-99
Er-155         1.3185e-99     1.0000e-99
Er-156         1.3185e-99     1.0000e-99
Er-157         1.3185e-99     1.0000e-99
Er-158         1.3185e-99     1.0000e-99
Er-159         1.3185e-99     1.0000e-99
Er-160         1.3185e-99     1.0000e-99
Er-161         1.3185e-99     1.0000e-99
Er-162         2.0585e-14     1.6103e-14
Er-163         6.5954e-29     1.0000e-99
Er-164         4.8279e-12     1.9146e-13
Er-165         1.2049e-23     1.0000e-99
Er-166         2.1404e-11     4.0481e-12
Er-167         1.0789e-11     2.7784e-12
Er-168         3.5332e-11     3.2655e-12
Er-169         9.9372e-22     1.0000e-99
Er-170         9.4317e-12     1.8415e-12
Er-171         6.8353e-25     1.0000e-99
Er-172         3.9705e-41     1.0000e-99
Er-173         1.3185e-99     1.0000e-99
Er-174         1.3185e-99     1.0000e-99
Er-175         1.3185e-99     1.0000e-99
Tm-159         1.3185e-99     1.0000e-99
Tm-160         1.3185e-99     1.0000e-99
Tm-161         1.3185e-99     1.0000e-99
Tm-162         1.3185e-99     1.0000e-99
Tm-163         1.3185e-99     1.0000e-99
Tm-164         1.3185e-99     1.0000e-99
Tm-165         1.3185e-99     1.0000e-99
Tm-166         1.3185e-99     1.0000e-99
Tm-167         1.3185e-99     1.0000e-99
Tm-168         1.3185e-99     1.0000e-99
Tm-169         8.3500e-12     1.8559e-12
Tm-170         8.7104e-20     1.0000e-99
Tm-171         3.5210e-20     1.0000e-99
Tm-172         4.2116e-28     1.0000e-99
Tm-173         2.7276e-48     1.0000e-99
Tm-174         1.3185e-99     1.0000e-99
Tm-175         1.3185e-99     1.0000e-99
Tm-176         1.3185e-99     1.0000e-99
Yb-160         1.3185e-99     1.0000e-99
Yb-161         1.3185e-99     1.0000e-99
Yb-162         1.3185e-99     1.0000e-99
Yb-163         1.3185e-99     1.0000e-99
Yb-164         1.3185e-99     1.0000e-99
Yb-165         1.3185e-99     1.0000e-99
Yb-166         1.3185e-99     1.0000e-99
Yb-167         1.3185e-99     1.0000e-99
Yb-168         2.0257e-14     1.5846e-14
Yb-169         3.3319e-25     1.0000e-99
Yb-170         1.0340e-11     3.7497e-13
Yb-171         1.3472e-11     1.7717e-12
Yb-172         3.4904e-11     2.7243e-12
Yb-173         1.7673e-11     2.0247e-12
Yb-174         7.7584e-11     4.0185e-12
Yb-175         1.9645e-22     1.0000e-99
Yb-176         3.1772e-11     1.6294e-12
Yb-177         1.4984e-25     1.0000e-99
Yb-178         1.2345e-57     1.0000e-99
Yb-179         1.3185e-99     1.0000e-99
Yb-180         1.3185e-99     1.0000e-99
Lu-165         1.3185e-99     1.0000e-99
Lu-166         1.3185e-99     1.0000e-99
Lu-167         1.3185e-99     1.0000e-99
Lu-168         1.3185e-99     1.0000e-99
Lu-169         1.3185e-99     1.0000e-99
Lu-170         1.3185e-99     1.0000e-99
Lu-171         1.3185e-99     1.0000e-99
Lu-172         1.3185e-99     1.0000e-99
Lu-173         1.3185e-99     1.0000e-99
Lu-174         1.3185e-99     1.0000e-99
Lu-175         1.2281e-11     1.8295e-12
Lu-176         4.5541e-12     4.8807e-14
Lu-177         3.0970e-22     1.0000e-99
Lu-178         9.3687e-38     1.0000e-99
Lu-179         4.1788e-85     1.0000e-99
Lu-180         1.3185e-99     1.0000e-99
Lu-181         1.3185e-99     1.0000e-99
Lu-182         1.3185e-99     1.0000e-99
Hf-166         1.3185e-99     1.0000e-99
Hf-167         1.3185e-99     1.0000e-99
Hf-168         1.3185e-99     1.0000e-99
Hf-169         1.3185e-99     1.0000e-99
Hf-170         1.3185e-99     1.0000e-99
Hf-171         1.3185e-99     1.0000e-99
Hf-172         1.3185e-99     1.0000e-99
Hf-173         1.3185e-99     1.0000e-99
Hf-174         1.5755e-14     1.2324e-14
Hf-175         1.1981e-24     1.0000e-99
Hf-176         3.8385e-12     4.0398e-13
Hf-177         1.0967e-11     1.4391e-12
Hf-178         4.3877e-11     2.1233e-12
Hf-179         1.5593e-11     1.0661e-12
Hf-180         8.3544e-11     2.7609e-12
Hf-181         7.7552e-21     1.0000e-99
Hf-182         2.5306e-12     1.0000e-99
Hf-183         6.1659e-29     1.0000e-99
Hf-184         1.3159e-80     1.0000e-99
Hf-185         1.3185e-99     1.0000e-99
Ta-169         1.3185e-99     1.0000e-99
Ta-170         1.3185e-99     1.0000e-99
Ta-171         1.3185e-99     1.0000e-99
Ta-172         1.3185e-99     1.0000e-99
Ta-173         1.3185e-99     1.0000e-99
Ta-174         1.3185e-99     1.0000e-99
Ta-175         1.3185e-99     1.0000e-99
Ta-176         1.3185e-99     1.0000e-99
Ta-177         1.3185e-99     1.0000e-99
Ta-178         1.3185e-99     1.0000e-99
Ta-179         5.3922e-21     1.0000e-99
Ta-180         3.1905e-16     2.4314e-16
Ta-181         1.8770e-11     1.9875e-12
Ta-182         3.5107e-19     1.0000e-99
Ta-183         2.0228e-24     1.0000e-99
Ta-184         3.7815e-64     1.0000e-99
Ta-185         1.3185e-99     1.0000e-99
Ta-186         1.3185e-99     1.0000e-99
W-172          1.3185e-99     1.0000e-99
W-173          1.3185e-99     1.0000e-99
W-174          1.3185e-99     1.0000e-99
W-175          1.3185e-99     1.0000e-99
W-176          1.3185e-99     1.0000e-99
W-177          1.3185e-99     1.0000e-99
W-178          1.3185e-99     1.0000e-99
W-179          1.3185e-99     1.0000e-99
W-180          1.2414e-14     8.4024e-15
W-181          9.7200e-24     1.0000e-99
W-182          3.8405e-11     1.8792e-12
W-183          2.3103e-11     1.0206e-12
W-184          5.9564e-11     2.1969e-12
W-185          3.9943e-20     1.0000e-99
W-186          1.9128e-11     2.0602e-12
W-187          7.6767e-24     1.0000e-99
W-188          1.9654e-28     1.0000e-99
W-189          1.3185e-99     1.0000e-99
W-190          1.3185e-99     1.0000e-99
Re-175         1.3185e-99     1.0000e-99
Re-176         1.3185e-99     1.0000e-99
Re-177         1.3185e-99     1.0000e-99
Re-178         1.3185e-99     1.0000e-99
Re-179         1.3185e-99     1.0000e-99
Re-180         1.3185e-99     1.0000e-99
Re-181         1.3185e-99     1.0000e-99
Re-182         1.3185e-99     1.0000e-99
Re-183         1.3185e-99     1.0000e-99
Re-184         1.3185e-99     1.0000e-99
Re-185         1.2453e-11     1.0488e-12
Re-186         1.7380e-22     1.0000e-99
Re-187         6.6222e-12     1.7746e-12
Re-188         6.2624e-24     1.0000e-99
Re-189         1.4982e-38     1.0000e-99
Re-190         2.0783e-84     1.0000e-99
Re-191         1.3185e-99     1.0000e-99
Os-179         1.3185e-99     1.0000e-99
Os-180         1.3185e-99     1.0000e-99
Os-181         1.3185e-99     1.0000e-99
Os-182         1.3185e-99     1.0000e-99
Os-183         1.3185e-99     1.0000e-99
Os-184         9.0987e-15     7.1147e-15
Os-185         2.6061e-24     1.0000e-99
Os-186         2.3685e-11     5.7834e-13
Os-187         7.4060e-12     6.0037e-13
Os-188         4.9789e-11     4.8780e-12
Os-189         1.6571e-11     5.9790e-12
Os-190         5.8751e-11     9.7747e-12
Os-191         1.8167e-21     1.0000e-99
Os-192         3.4340e-11     1.5341e-11
Os-193         2.7173e-23     1.0000e-99
Os-194         1.8328e-21     1.0000e-99
Os-195         1.9361e-85     1.0000e-99
Os-196         1.3185e-99     1.0000e-99
Ir-181         1.3185e-99     1.0000e-99
Ir-182         1.3185e-99     1.0000e-99
Ir-183         1.3185e-99     1.0000e-99
Ir-184         1.3185e-99     1.0000e-99
Ir-185         1.3185e-99     1.0000e-99
Ir-186         1.3185e-99     1.0000e-99
Ir-187         1.3185e-99     1.0000e-99
Ir-188         1.3185e-99     1.0000e-99
Ir-189         1.3185e-99     1.0000e-99
Ir-190         1.3185e-99     1.0000e-99
Ir-191         2.5484e-11     1.3586e-11
Ir-192         5.3504e-20     1.0000e-99
Ir-193         3.9500e-11     2.3104e-11
Ir-194         8.7531e-23     1.0000e-99
Ir-195         3.3705e-35     1.0000e-99
Ir-196         1.3185e-99     1.0000e-99
Ir-197         1.3185e-99     1.0000e-99
Pt-184         1.3185e-99     1.0000e-99
Pt-185         1.3185e-99     1.0000e-99
Pt-186         1.3185e-99     1.0000e-99
Pt-187         1.3185e-99     1.0000e-99
Pt-188         1.3185e-99     1.0000e-99
Pt-189         1.3185e-99     1.0000e-99
Pt-190         1.2911e-14     1.0094e-14
Pt-191         3.5364e-26     1.0000e-99
Pt-192         1.3673e-11     5.8553e-13
Pt-193         7.5692e-14     1.0000e-99
Pt-194         6.7319e-11     2.4920e-11
Pt-195         4.7720e-11     2.5706e-11
Pt-196         9.5759e-11     1.9277e-11
Pt-197         1.1681e-22     1.0000e-99
Pt-198         9.0282e-12     5.5267e-12
Pt-199         7.0080e-28     1.0000e-99
Pt-200         9.0197e-59     1.0000e-99
Pt-201         1.3185e-99     1.0000e-99
Pt-202         1.3185e-99     1.0000e-99
Au-185         1.3185e-99     1.0000e-99
Au-186         1.3185e-99     1.0000e-99
Au-187         1.3185e-99     1.0000e-99
Au-188         1.3185e-99     1.0000e-99
Au-189         1.3185e-99     1.0000e-99
Au-190         1.3185e-99     1.0000e-99
Au-191         1.3185e-99     1.0000e-99
Au-192         1.3185e-99     1.0000e-99
Au-193         1.3185e-99     1.0000e-99
Au-194         1.3185e-99     1.0000e-99
Au-195         1.4104e-25     1.0000e-99
Au-196         6.4844e-76     1.0000e-99
Au-197         3.5343e-11     1.0843e-11
Au-198         4.9165e-22     1.0000e-99
Au-199         1.6187e-23     1.0000e-99
Au-200         4.3659e-57     1.0000e-99
Au-201         1.3185e-99     1.0000e-99
Au-202         1.3185e-99     1.0000e-99
Au-203         1.3185e-99     1.0000e-99
Hg-189         1.3185e-99     1.0000e-99
Hg-190         1.3185e-99     1.0000e-99
Hg-191         1.3185e-99     1.0000e-99
Hg-192         1.3185e-99     1.0000e-99
Hg-193         1.3185e-99     1.0000e-99
Hg-194         1.3185e-99     1.0000e-99
Hg-195         1.3185e-99     1.0000e-99
Hg-196         3.8614e-14     3.0121e-14
Hg-197         8.4565e-26     1.0000e-99
Hg-198         7.0198e-11     1.9767e-12
Hg-199         3.4947e-11     3.3629e-12
Hg-200         1.0992e-10     4.6264e-12
Hg-201         4.8020e-11     2.6535e-12
Hg-202         2.0000e-10     6.0417e-12
Hg-203         3.4708e-22     1.0000e-99
Hg-204         8.0367e-12     1.4026e-12
Hg-205         1.7673e-30     1.0000e-99
Hg-206         1.3185e-99     1.0000e-99
Hg-207         1.3185e-99     1.0000e-99
Hg-208         1.3185e-99     1.0000e-99
Tl-192         1.3185e-99     1.0000e-99
Tl-193         1.3185e-99     1.0000e-99
Tl-194         1.3185e-99     1.0000e-99
Tl-195         1.3185e-99     1.0000e-99
Tl-196         1.3185e-99     1.0000e-99
Tl-197         1.3185e-99     1.0000e-99
Tl-198         1.3185e-99     1.0000e-99
Tl-199         1.3185e-99     1.0000e-99
Tl-200         1.3185e-99     1.0000e-99
Tl-201         1.3185e-99     1.0000e-99
Tl-202         1.3185e-99     1.0000e-99
Tl-203         8.9948e-11     3.2236e-12
Tl-204         9.4950e-19     1.0000e-99
Tl-205         2.1402e-10     7.7708e-12
Tl-206         2.1057e-29     1.0000e-99
Tl-207         3.0122e-34     1.0000e-99
Tl-208         1.3185e-99     1.0000e-99
Tl-209         1.3185e-99     1.0000e-99
Tl-210         1.3185e-99     1.0000e-99
Pb-193         1.3185e-99     1.0000e-99
Pb-194         1.3185e-99     1.0000e-99
Pb-195         1.3185e-99     1.0000e-99
Pb-196         1.3185e-99     1.0000e-99
Pb-197         1.3185e-99     1.0000e-99
Pb-198         1.3185e-99     1.0000e-99
Pb-199         1.3185e-99     1.0000e-99
Pb-200         1.3185e-99     1.0000e-99
Pb-201         1.3185e-99     1.0000e-99
Pb-202         1.3185e-99     1.0000e-99
Pb-203         1.3185e-99     1.0000e-99
Pb-204         1.1926e-10     2.9336e-12
Pb-205         3.9478e-12     1.0000e-99
Pb-208         7.9589e-08     8.8577e-11
Pb-209         9.6902e-27     1.0000e-99
Pb-210         3.0628e-18     1.0000e-99
Pb-211         1.3185e-99     1.0000e-99
Bi-202         1.3185e-99     1.0000e-99
Bi-203         1.3185e-99     1.0000e-99
Bi-204         1.3185e-99     1.0000e-99
Bi-205         1.3185e-99     1.0000e-99
Bi-206         1.3185e-99     1.0000e-99
Bi-207         1.3185e-99     1.0000e-99
Bi-208         1.3185e-99     1.0000e-99
Bi-209         1.0875e-09     8.7261e-12
Bi-210         3.7233e-10     1.0000e-99
Al-26m1        3.6448e-19     1.0000e-99
Kr-85m1        2.3860e-22     1.0000e-99
Cd-115m1       2.1210e-23     1.0000e-99
Lu-176m1       3.8272e-25     1.0000e-99
Ta-180m1       8.4019e-30     1.0000e-99
