# Battino yields
# Model: m2z2m3
# Set: set1.01
# Mini: 2.00
# Mfinal: 0.6365114064713441
# Created by Daniel Boyea on 2024-12-04
isotope       mass_yield     X0      
K-40           1.1490e-09     1.0019e-11
K-41           6.9787e-09     5.9227e-09
K-42           3.4277e-20     1.0000e-99
K-43           4.1221e-27     1.0000e-99
K-44           7.3896e-100     1.0000e-99
K-45           7.3896e-100     1.0000e-99
K-46           7.3896e-100     1.0000e-99
Ca-39          7.3896e-100     1.0000e-99
Ca-40          1.7327e-06     2.4114e-06
Ca-41          2.1663e-09     1.0000e-99
Ca-42          1.1113e-08     1.0136e-08
Ca-43          2.3537e-09     2.1652e-09
Ca-44          2.7311e-08     3.4235e-08
Ca-45          6.0925e-17     1.0000e-99
Ca-46          7.7438e-11     6.8631e-11
Ca-47          6.0446e-22     1.0000e-99
Ca-48          2.4583e-09     3.3480e-09
Ca-49          2.2624e-27     1.0000e-99
Sc-43          1.8231e-21     1.0000e-99
Sc-44          2.3753e-22     1.0000e-99
Sc-45          1.2697e-09     1.0837e-09
Sc-46          1.8868e-17     1.0000e-99
Sc-47          5.1518e-22     1.0000e-99
Sc-48          1.2391e-35     1.0000e-99
Sc-49          2.0804e-24     1.0000e-99
Sc-50          7.3896e-100     1.0000e-99
Ti-44          2.1352e-25     1.0000e-99
Ti-45          7.3896e-100     1.0000e-99
Ti-46          5.4863e-09     6.4694e-09
Ti-47          4.3511e-09     5.9593e-09
Ti-48          7.4744e-08     1.0753e-07
Ti-49          6.3002e-09     4.5187e-09
Ti-50          1.0323e-08     4.4200e-09
Ti-51          4.6309e-26     1.0000e-99
Ti-52          7.1021e-53     1.0000e-99
V-47           1.1124e-25     1.0000e-99
V-48           2.6937e-22     1.0000e-99
V-49           8.2681e-21     1.0000e-99
V-50           1.3821e-11     2.0328e-11
V-51           6.1816e-09     8.2830e-09
V-52           2.3985e-25     1.0000e-99
V-53           3.7542e-44     1.0000e-99
Cr-48          7.3896e-100     1.0000e-99
Cr-49          7.3896e-100     1.0000e-99
Cr-50          1.1240e-08     1.6546e-08
Cr-51          1.8939e-15     1.0000e-99
Cr-52          2.3968e-07     3.3182e-07
Cr-53          2.7436e-08     3.8347e-08
Cr-54          1.3483e-08     9.7246e-09
Cr-55          9.3353e-26     1.0000e-99
Cr-56          1.3176e-44     1.0000e-99
Mn-51          1.9668e-27     1.0000e-99
Mn-52          1.3587e-40     1.0000e-99
Mn-53          2.0203e-20     1.0000e-99
Mn-54          1.1420e-21     1.0000e-99
Mn-55          1.7087e-07     2.1982e-07
Mn-56          2.4417e-20     1.0000e-99
Mn-57          6.5010e-33     1.0000e-99
Fe-52          7.3896e-100     1.0000e-99
Fe-53          7.3896e-100     1.0000e-99
Fe-54          1.1173e-06     1.6251e-06
Fe-55          1.9998e-09     1.0000e-99
Fe-56          1.8920e-05     2.6456e-05
Fe-57          6.1672e-07     6.2188e-07
Fe-58          3.4743e-07     8.4213e-08
Fe-59          3.5989e-16     1.0000e-99
Fe-60          1.6063e-09     1.0000e-99
Fe-61          5.2092e-27     1.0000e-99
Co-55          2.1905e-24     1.0000e-99
Co-56          1.6135e-27     1.0000e-99
Co-57          1.6026e-20     1.0000e-99
Co-58          7.7788e-23     1.0000e-99
Co-59          1.2358e-07     7.9902e-08
Co-60          1.2064e-14     1.0000e-99
Co-61          6.1942e-24     1.0000e-99
Co-62          1.7843e-50     1.0000e-99
Co-63          7.3896e-100     1.0000e-99
Ni-56          7.3896e-100     1.0000e-99
Ni-57          7.3896e-100     1.0000e-99
Ni-58          7.8946e-07     1.1432e-06
Ni-59          7.6183e-09     1.0000e-99
Ni-60          3.8703e-07     4.5555e-07
Ni-61          4.1456e-08     2.0133e-08
Ni-62          9.7924e-08     6.5244e-08
Ni-63          8.1749e-11     1.0000e-99
Ni-64          4.0945e-08     1.7152e-08
Ni-65          1.0742e-21     1.0000e-99
Ni-66          1.5751e-27     1.0000e-99
Ni-67          7.3896e-100     1.0000e-99
Ni-68          7.3896e-100     1.0000e-99
Cu-60          2.5840e-30     1.0000e-99
Cu-61          1.1569e-26     1.0000e-99
Cu-62          5.0121e-31     1.0000e-99
Cu-63          3.1903e-08     1.3213e-08
Cu-64          1.0699e-18     1.0000e-99
Cu-65          2.0118e-08     6.0748e-09
Cu-66          1.3460e-24     1.0000e-99
Cu-67          2.3579e-27     1.0000e-99
Cu-68          7.3896e-100     1.0000e-99
Cu-69          7.3896e-100     1.0000e-99
Cu-70          7.3896e-100     1.0000e-99
Cu-71          7.3896e-100     1.0000e-99
Zn-62          7.3896e-100     1.0000e-99
Zn-63          7.3896e-100     1.0000e-99
Zn-64          2.3950e-08     2.2635e-08
Zn-65          1.3829e-12     1.0000e-99
Zn-66          1.9456e-08     1.3392e-08
Zn-67          3.5016e-09     1.9978e-09
Zn-68          1.5629e-08     9.2729e-09
Zn-69          1.9820e-22     1.0000e-99
Zn-70          2.2398e-10     3.1564e-10
Zn-71          7.0683e-28     1.0000e-99
Zn-72          2.8939e-50     1.0000e-99
Zn-73          7.3896e-100     1.0000e-99
Zn-74          7.3896e-100     1.0000e-99
Ga-65          2.2416e-33     1.0000e-99
Ga-66          7.3896e-100     1.0000e-99
Ga-67          2.3889e-27     1.0000e-99
Ga-68          6.3260e-31     1.0000e-99
Ga-69          1.9436e-09     9.1093e-10
Ga-70          7.5272e-24     1.0000e-99
Ga-71          1.4510e-09     6.2208e-10
Ga-72          3.9474e-20     1.0000e-99
Ga-73          3.1100e-28     1.0000e-99
Ga-74          7.3896e-100     1.0000e-99
Ga-75          7.3896e-100     1.0000e-99
Ge-66          7.3896e-100     1.0000e-99
Ge-67          7.3896e-100     1.0000e-99
Ge-68          7.3896e-100     1.0000e-99
Ge-69          7.3896e-100     1.0000e-99
Ge-70          2.5471e-09     1.0324e-09
Ge-71          6.2674e-18     1.0000e-99
Ge-72          2.5157e-09     1.3833e-09
Ge-73          6.9042e-10     3.9127e-10
Ge-74          3.2960e-09     1.8474e-09
Ge-75          1.5830e-22     1.0000e-99
Ge-76          2.7462e-10     3.9294e-10
Ge-77          1.7019e-22     1.0000e-99
Ge-78          2.8974e-33     1.0000e-99
As-69          7.3896e-100     1.0000e-99
As-70          7.3896e-100     1.0000e-99
As-71          7.8901e-30     1.0000e-99
As-72          7.3896e-100     1.0000e-99
As-73          6.4170e-29     1.0000e-99
As-74          1.7833e-27     1.0000e-99
As-75          3.9093e-10     2.8626e-10
As-76          3.7665e-20     1.0000e-99
As-77          2.0146e-21     1.0000e-99
As-78          1.9318e-31     1.0000e-99
As-79          7.3896e-100     1.0000e-99
As-80          7.3896e-100     1.0000e-99
As-81          7.3896e-100     1.0000e-99
Se-72          7.3896e-100     1.0000e-99
Se-73          7.3896e-100     1.0000e-99
Se-74          1.5781e-11     2.3979e-11
Se-75          1.6485e-19     1.0000e-99
Se-76          6.1025e-10     2.5946e-10
Se-77          3.1190e-10     2.1429e-10
Se-78          1.3940e-09     6.7587e-10
Se-79          5.9401e-11     1.0000e-99
Se-80          1.4849e-09     1.4466e-09
Se-81          1.1850e-24     1.0000e-99
Se-82          1.8580e-10     2.6096e-10
Se-83          1.2562e-26     1.0000e-99
Se-84          7.3900e-100     1.0000e-99
Br-74          7.3896e-100     1.0000e-99
Br-75          7.3896e-100     1.0000e-99
Br-76          7.3896e-100     1.0000e-99
Br-77          6.5240e-54     1.0000e-99
Br-78          7.3896e-100     1.0000e-99
Br-79          2.6653e-10     2.7811e-10
Br-80          2.7724e-24     1.0000e-99
Br-81          2.9281e-10     2.7743e-10
Br-82          8.3926e-20     1.0000e-99
Br-83          1.6286e-24     1.0000e-99
Br-84          7.1128e-36     1.0000e-99
Br-85          7.3896e-100     1.0000e-99
Br-86          7.3896e-100     1.0000e-99
Br-87          7.3896e-100     1.0000e-99
Kr-76          7.3896e-100     1.0000e-99
Kr-77          7.3896e-100     1.0000e-99
Kr-78          5.1416e-12     7.8074e-12
Kr-79          6.6453e-23     1.0000e-99
Kr-80          1.2401e-10     5.1541e-11
Kr-81          4.6006e-11     1.0000e-99
Kr-82          6.8813e-10     2.6415e-10
Kr-83          3.4958e-10     2.6507e-10
Kr-84          1.8613e-09     1.3216e-09
Kr-85          1.2255e-15     1.0000e-99
Kr-86          6.9228e-10     4.0924e-10
Kr-87          2.3614e-24     1.0000e-99
Kr-88          2.7295e-33     1.0000e-99
Kr-89          7.3896e-100     1.0000e-99
Kr-90          7.3896e-100     1.0000e-99
Rb-79          7.3896e-100     1.0000e-99
Rb-80          7.3896e-100     1.0000e-99
Rb-81          7.3896e-100     1.0000e-99
Rb-82          7.3896e-100     1.0000e-99
Rb-83          7.3896e-100     1.0000e-99
Rb-84          3.6885e-29     1.0000e-99
Rb-85          3.6994e-10     2.5671e-10
Rb-86          1.2227e-18     1.0000e-99
Rb-87          1.5476e-10     1.0135e-10
Rb-88          7.5321e-26     1.0000e-99
Rb-89          6.5990e-36     1.0000e-99
Rb-90          7.3896e-100     1.0000e-99
Rb-91          7.3896e-100     1.0000e-99
Sr-80          7.3896e-100     1.0000e-99
Sr-81          7.3896e-100     1.0000e-99
Sr-82          7.3896e-100     1.0000e-99
Sr-83          7.3896e-100     1.0000e-99
Sr-84          4.2328e-12     6.4618e-12
Sr-85          1.2882e-20     1.0000e-99
Sr-86          5.1874e-10     1.1700e-10
Sr-87          3.3453e-10     8.8942e-11
Sr-88          8.3472e-09     1.0031e-09
Sr-89          1.9679e-17     1.0000e-99
Sr-90          1.3982e-15     1.0000e-99
Sr-91          2.3268e-30     1.0000e-99
Sr-92          7.3896e-100     1.0000e-99
Sr-93          7.3896e-100     1.0000e-99
Sr-94          7.3896e-100     1.0000e-99
Y-85           7.3896e-100     1.0000e-99
Y-86           7.3896e-100     1.0000e-99
Y-87           7.3896e-100     1.0000e-99
Y-88           7.3896e-100     1.0000e-99
Y-89           2.2118e-09     2.4609e-10
Y-90           8.1271e-19     1.0000e-99
Y-91           5.2025e-24     1.0000e-99
Y-92           1.7692e-99     1.0000e-99
Y-93           7.3896e-100     1.0000e-99
Y-94           7.3896e-100     1.0000e-99
Y-95           7.3896e-100     1.0000e-99
Y-96           7.3896e-100     1.0000e-99
Zr-86          7.3896e-100     1.0000e-99
Zr-87          7.3896e-100     1.0000e-99
Zr-88          7.3896e-100     1.0000e-99
Zr-89          7.3896e-100     1.0000e-99
Zr-90          3.0356e-09     3.0715e-10
Zr-91          7.2895e-10     6.7741e-11
Zr-92          1.2356e-09     1.0463e-10
Zr-93          4.0794e-10     1.0000e-99
Zr-94          2.0362e-09     1.0836e-10
Zr-95          3.5847e-17     1.0000e-99
Zr-96          2.6944e-11     1.7823e-11
Zr-97          2.6227e-22     1.0000e-99
Zr-98          7.3896e-100     1.0000e-99
Nb-89          7.3896e-100     1.0000e-99
Nb-90          7.3896e-100     1.0000e-99
Nb-91          7.3896e-100     1.0000e-99
Nb-92          7.3896e-100     1.0000e-99
Nb-93          4.3612e-11     3.8035e-11
Nb-94          8.8340e-15     1.0000e-99
Nb-95          2.8610e-17     1.0000e-99
Nb-96          3.8624e-25     1.0000e-99
Nb-97          2.0087e-23     1.0000e-99
Nb-98          8.6108e-35     1.0000e-99
Nb-99          7.3896e-100     1.0000e-99
Mo-90          7.3896e-100     1.0000e-99
Mo-91          7.3896e-100     1.0000e-99
Mo-92          1.3674e-11     2.0268e-11
Mo-93          3.4717e-14     1.0000e-99
Mo-94          3.4573e-11     1.2907e-11
Mo-95          2.3544e-10     2.2458e-11
Mo-96          4.7334e-10     2.3771e-11
Mo-97          1.6584e-10     1.3763e-11
Mo-98          6.0083e-10     3.5119e-11
Mo-99          6.5581e-19     1.0000e-99
Mo-100         1.4668e-11     1.4305e-11
Mo-101         2.1511e-26     1.0000e-99
Mo-102         2.9553e-44     1.0000e-99
Tc-93          7.3896e-100     1.0000e-99
Tc-94          7.3896e-100     1.0000e-99
Tc-95          7.3896e-100     1.0000e-99
Tc-96          7.3896e-100     1.0000e-99
Tc-97          1.7236e-14     1.0000e-99
Tc-98          1.0059e-15     1.0000e-99
Tc-99          5.1340e-11     1.0000e-99
Tc-100         1.4522e-27     1.0000e-99
Tc-101         4.2511e-26     1.0000e-99
Tc-102         2.6749e-42     1.0000e-99
Tc-103         7.3896e-100     1.0000e-99
Tc-104         7.3896e-100     1.0000e-99
Tc-105         7.3896e-100     1.0000e-99
Ru-94          7.3896e-100     1.0000e-99
Ru-95          7.3896e-100     1.0000e-99
Ru-96          3.8740e-12     5.8565e-12
Ru-97          1.2346e-22     1.0000e-99
Ru-98          1.3872e-12     2.0160e-12
Ru-99          3.8791e-11     1.3903e-11
Ru-100         3.0226e-10     1.3868e-11
Ru-101         7.6736e-11     1.8967e-11
Ru-102         4.2693e-10     3.5427e-11
Ru-103         6.5678e-19     1.0000e-99
Ru-104         1.9835e-11     2.1318e-11
Ru-105         3.5161e-23     1.0000e-99
Ru-106         1.2430e-26     1.0000e-99
Rh-98          7.3896e-100     1.0000e-99
Rh-99          7.3896e-100     1.0000e-99
Rh-100         7.3896e-100     1.0000e-99
Rh-101         7.3896e-100     1.0000e-99
Rh-102         7.3896e-100     1.0000e-99
Rh-103         8.7142e-11     2.1113e-11
Rh-104         4.0316e-26     1.0000e-99
Rh-105         4.7791e-21     1.0000e-99
Rh-106         7.0473e-35     1.0000e-99
Rh-107         7.3896e-100     1.0000e-99
Rh-108         7.3896e-100     1.0000e-99
Pd-99          7.3896e-100     1.0000e-99
Pd-100         7.3896e-100     1.0000e-99
Pd-101         7.3896e-100     1.0000e-99
Pd-102         5.5603e-13     8.4899e-13
Pd-103         1.3110e-22     1.0000e-99
Pd-104         2.3304e-10     9.4541e-12
Pd-105         7.2512e-11     1.9133e-11
Pd-106         2.8717e-10     2.3640e-11
Pd-107         5.3925e-11     1.0000e-99
Pd-108         3.6184e-10     2.3319e-11
Pd-109         6.8279e-20     1.0000e-99
Pd-110         1.3901e-11     1.0520e-11
Pd-111         1.1401e-25     1.0000e-99
Pd-112         4.2016e-29     1.0000e-99
Ag-101         7.3896e-100     1.0000e-99
Ag-102         7.3896e-100     1.0000e-99
Ag-103         7.3896e-100     1.0000e-99
Ag-104         7.3896e-100     1.0000e-99
Ag-105         7.3896e-100     1.0000e-99
Ag-106         7.3896e-100     1.0000e-99
Ag-107         1.0879e-11     1.5694e-11
Ag-108         3.0992e-27     1.0000e-99
Ag-109         1.1005e-10     1.4853e-11
Ag-110         6.6135e-26     1.0000e-99
Ag-111         2.1975e-20     1.0000e-99
Ag-112         1.3495e-29     1.0000e-99
Ag-113         7.3896e-100     1.0000e-99
Cd-102         7.3896e-100     1.0000e-99
Cd-103         7.3896e-100     1.0000e-99
Cd-104         7.3896e-100     1.0000e-99
Cd-105         7.3896e-100     1.0000e-99
Cd-106         8.3446e-13     1.2703e-12
Cd-107         4.2564e-25     1.0000e-99
Cd-108         2.1913e-12     9.2155e-13
Cd-109         9.6168e-18     1.0000e-99
Cd-110         3.0712e-10     1.3172e-11
Cd-111         1.1179e-10     1.3622e-11
Cd-112         4.1074e-10     2.5911e-11
Cd-113         1.2702e-10     1.3239e-11
Cd-114         6.1422e-10     3.1401e-11
Cd-115         4.2599e-18     1.0000e-99
Cd-116         1.5209e-11     8.3300e-12
Cd-117         8.0863e-24     1.0000e-99
Cd-118         4.1115e-33     1.0000e-99
In-106         7.3896e-100     1.0000e-99
In-107         7.3896e-100     1.0000e-99
In-108         7.3896e-100     1.0000e-99
In-109         7.3896e-100     1.0000e-99
In-110         7.3896e-100     1.0000e-99
In-111         7.3896e-100     1.0000e-99
In-112         7.3896e-100     1.0000e-99
In-113         3.4894e-13     5.2124e-13
In-114         8.6318e-30     1.0000e-99
In-115         1.2607e-10     1.1840e-11
In-116         1.7540e-26     1.0000e-99
In-117         3.1817e-24     1.0000e-99
In-118         3.3802e-35     1.0000e-99
In-119         7.3896e-100     1.0000e-99
Sn-108         7.3896e-100     1.0000e-99
Sn-109         7.3896e-100     1.0000e-99
Sn-110         7.3896e-100     1.0000e-99
Sn-111         7.3896e-100     1.0000e-99
Sn-112         1.6156e-12     2.4442e-12
Sn-113         1.1655e-21     1.0000e-99
Sn-114         1.1816e-12     1.6885e-12
Sn-115         6.0772e-13     8.7619e-13
Sn-116         8.1278e-10     3.7897e-11
Sn-117         2.6676e-10     2.0185e-11
Sn-118         1.2078e-09     6.4241e-11
Sn-119         3.8351e-10     2.2961e-11
Sn-120         1.9817e-09     8.7904e-11
Sn-121         5.4027e-19     1.0000e-99
Sn-122         9.3948e-11     1.2693e-11
Sn-123         7.5746e-20     1.0000e-99
Sn-124         1.1416e-11     1.6133e-11
Sn-125         1.6980e-22     1.0000e-99
Sn-126         8.1349e-17     1.0000e-99
Sn-127         1.2902e-32     1.0000e-99
Sn-128         7.3896e-100     1.0000e-99
Sn-129         7.3896e-100     1.0000e-99
Sn-130         7.3896e-100     1.0000e-99
Sb-112         7.3896e-100     1.0000e-99
Sb-113         7.3896e-100     1.0000e-99
Sb-114         7.3896e-100     1.0000e-99
Sb-115         7.3896e-100     1.0000e-99
Sb-116         7.3896e-100     1.0000e-99
Sb-117         7.3896e-100     1.0000e-99
Sb-118         7.3896e-100     1.0000e-99
Sb-119         7.3896e-100     1.0000e-99
Sb-120         7.3896e-100     1.0000e-99
Sb-121         1.6073e-10     1.2647e-11
Sb-122         7.9700e-19     1.0000e-99
Sb-123         2.0303e-11     9.6144e-12
Sb-124         2.1586e-22     1.0000e-99
Sb-125         1.9306e-19     1.0000e-99
Sb-126         2.1536e-23     1.0000e-99
Sb-127         2.3281e-27     1.0000e-99
Sb-128         7.3896e-100     1.0000e-99
Sb-129         7.3896e-100     1.0000e-99
Sb-130         7.3896e-100     1.0000e-99
Sb-131         7.3896e-100     1.0000e-99
Sb-132         7.3896e-100     1.0000e-99
Sb-133         7.3896e-100     1.0000e-99
Te-114         7.3896e-100     1.0000e-99
Te-115         7.3896e-100     1.0000e-99
Te-116         7.3896e-100     1.0000e-99
Te-117         7.3896e-100     1.0000e-99
Te-118         7.3896e-100     1.0000e-99
Te-119         7.3896e-100     1.0000e-99
Te-120         2.1269e-13     3.2595e-13
Te-121         2.8064e-23     1.0000e-99
Te-122         2.6693e-10     8.9854e-12
Te-123         9.6908e-11     3.1601e-12
Te-124         5.4466e-10     1.6897e-11
Te-125         1.9899e-10     2.5249e-11
Te-126         1.0931e-09     6.7566e-11
Te-127         4.0081e-20     1.0000e-99
Te-128         2.2085e-10     1.1476e-10
Te-129         1.3567e-23     1.0000e-99
Te-130         8.7648e-11     1.2432e-10
Te-131         1.0150e-26     1.0000e-99
Te-132         9.2470e-50     1.0000e-99
Te-133         7.3896e-100     1.0000e-99
Te-134         7.3896e-100     1.0000e-99
I-117          7.3896e-100     1.0000e-99
I-118          7.3896e-100     1.0000e-99
I-119          7.3896e-100     1.0000e-99
I-120          7.3896e-100     1.0000e-99
I-121          7.3896e-100     1.0000e-99
I-122          7.3896e-100     1.0000e-99
I-123          7.3896e-100     1.0000e-99
I-124          7.3896e-100     1.0000e-99
I-125          2.7071e-22     1.0000e-99
I-126          9.2258e-29     1.0000e-99
I-127          1.5805e-10     2.9208e-11
I-128          1.6840e-23     1.0000e-99
I-129          4.5411e-13     1.0000e-99
I-130          5.0249e-25     1.0000e-99
I-131          1.4708e-21     1.0000e-99
I-132          1.8216e-32     1.0000e-99
I-133          7.3896e-100     1.0000e-99
I-134          7.3896e-100     1.0000e-99
I-135          7.3896e-100     1.0000e-99
Xe-118         7.3896e-100     1.0000e-99
Xe-119         7.3896e-100     1.0000e-99
Xe-120         7.3896e-100     1.0000e-99
Xe-121         7.3896e-100     1.0000e-99
Xe-122         7.3896e-100     1.0000e-99
Xe-123         7.3896e-100     1.0000e-99
Xe-124         2.8808e-13     4.4230e-13
Xe-125         9.4795e-25     1.0000e-99
Xe-126         2.5639e-13     3.9020e-13
Xe-127         2.2102e-22     1.0000e-99
Xe-128         3.4885e-10     7.8926e-12
Xe-129         2.1553e-10     9.7948e-11
Xe-130         8.2478e-10     1.5744e-11
Xe-131         3.5466e-10     7.8964e-11
Xe-132         1.6422e-09     9.6211e-11
Xe-133         1.9186e-18     1.0000e-99
Xe-134         4.6204e-11     3.5792e-11
Xe-135         1.5358e-22     1.0000e-99
Xe-136         2.1935e-11     2.9595e-11
Xe-137         1.3954e-29     1.0000e-99
Xe-138         7.3896e-100     1.0000e-99
Cs-123         7.3896e-100     1.0000e-99
Cs-124         7.3896e-100     1.0000e-99
Cs-125         7.3896e-100     1.0000e-99
Cs-126         7.3896e-100     1.0000e-99
Cs-127         7.3896e-100     1.0000e-99
Cs-128         7.3896e-100     1.0000e-99
Cs-129         7.3896e-100     1.0000e-99
Cs-130         7.3896e-100     1.0000e-99
Cs-131         1.0597e-23     1.0000e-99
Cs-132         1.1857e-31     1.0000e-99
Cs-133         2.2910e-10     2.8547e-11
Cs-134         5.7518e-17     1.0000e-99
Cs-135         3.8220e-11     1.0000e-99
Cs-136         2.6186e-19     1.0000e-99
Cs-137         2.6655e-15     1.0000e-99
Cs-138         5.5509e-33     1.0000e-99
Cs-139         7.3896e-100     1.0000e-99
Ba-124         7.3896e-100     1.0000e-99
Ba-125         7.3896e-100     1.0000e-99
Ba-126         7.3896e-100     1.0000e-99
Ba-127         7.3896e-100     1.0000e-99
Ba-128         7.3896e-100     1.0000e-99
Ba-129         7.3896e-100     1.0000e-99
Ba-130         2.3636e-13     3.6319e-13
Ba-131         1.3963e-23     1.0000e-99
Ba-132         2.3131e-13     3.5274e-13
Ba-133         6.0687e-23     1.0000e-99
Ba-134         6.2661e-10     8.5523e-12
Ba-135         2.3911e-10     2.3499e-11
Ba-136         1.6975e-09     2.8202e-11
Ba-137         1.4153e-09     4.0633e-11
Ba-138         2.1304e-08     2.6127e-10
Ba-139         4.0956e-22     1.0000e-99
Ba-140         1.5111e-26     1.0000e-99
Ba-141         7.3896e-100     1.0000e-99
Ba-142         7.3896e-100     1.0000e-99
La-127         7.3896e-100     1.0000e-99
La-128         7.3896e-100     1.0000e-99
La-129         7.3896e-100     1.0000e-99
La-130         7.3896e-100     1.0000e-99
La-131         7.3896e-100     1.0000e-99
La-132         7.3896e-100     1.0000e-99
La-133         7.3896e-100     1.0000e-99
La-134         7.3896e-100     1.0000e-99
La-135         7.3896e-100     1.0000e-99
La-136         7.3896e-100     1.0000e-99
La-137         4.1733e-19     1.0000e-99
La-138         2.0745e-14     3.2110e-14
La-139         2.5725e-09     3.5837e-11
La-140         6.8555e-19     1.0000e-99
La-141         1.4970e-27     1.0000e-99
La-142         7.3896e-100     1.0000e-99
La-143         7.3896e-100     1.0000e-99
Ce-130         7.3896e-100     1.0000e-99
Ce-131         7.3896e-100     1.0000e-99
Ce-132         7.3896e-100     1.0000e-99
Ce-133         7.3896e-100     1.0000e-99
Ce-134         7.3896e-100     1.0000e-99
Ce-135         7.3896e-100     1.0000e-99
Ce-136         1.1017e-13     1.6779e-13
Ce-137         1.0090e-25     1.0000e-99
Ce-138         1.5277e-13     2.2975e-13
Ce-139         9.4189e-22     1.0000e-99
Ce-140         9.0924e-09     8.2134e-11
Ce-141         2.1850e-17     1.0000e-99
Ce-142         3.0881e-11     1.0468e-11
Ce-143         3.4746e-21     1.0000e-99
Ce-144         2.7618e-25     1.0000e-99
Ce-145         7.3896e-100     1.0000e-99
Ce-146         7.3896e-100     1.0000e-99
Pr-133         7.3896e-100     1.0000e-99
Pr-134         7.3896e-100     1.0000e-99
Pr-135         7.3896e-100     1.0000e-99
Pr-136         7.3896e-100     1.0000e-99
Pr-137         7.3896e-100     1.0000e-99
Pr-138         7.3896e-100     1.0000e-99
Pr-139         7.3896e-100     1.0000e-99
Pr-140         7.3896e-100     1.0000e-99
Pr-141         7.5488e-10     1.3833e-11
Pr-142         5.7329e-19     1.0000e-99
Pr-143         2.6221e-20     1.0000e-99
